Vs,Vg,Vd,Id,Is,Qs,Qd,Ig,Qg,Vb,Ib,Qb
3.00E-01,6.00E-01,1.70E-01,-3.20E-05,3.20E-05,7.80E-16,-8.72E-16,4.35E-32,4.12E-15,0.00E+00,-2.13E-15,-3.64E-15
6.00E-01,8.00E-01,4.00E-01,-3.20E-05,3.20E-05,8.82E-16,-5.18E-16,6.20E-32,3.87E-15,0.00E+00,-2.11E-15,-3.85E-15
3.00E-01,5.00E-01,1.10E-01,-3.19E-05,3.19E-05,8.12E-16,-7.45E-16,1.22E-31,3.81E-15,0.00E+00,-8.89E-15,-3.49E-15
3.00E-01,7.00E-01,2.00E-01,-3.18E-05,3.18E-05,7.51E-16,-1.18E-15,6.44E-33,4.66E-15,0.00E+00,-2.13E-15,-3.84E-15
6.00E-01,6.00E-01,2.50E-01,-3.17E-05,3.17E-05,9.60E-16,-4.28E-16,-9.66E-32,3.47E-15,0.00E+00,-2.63E-16,-3.61E-15
3.00E-01,9.00E-01,2.20E-01,-3.16E-05,3.16E-05,6.98E-16,-2.05E-15,9.66E-33,6.07E-15,0.00E+00,-2.95E-16,-4.33E-15
3.00E-01,1.20E+00,2.30E-01,-3.14E-05,3.14E-05,6.23E-16,-3.53E-15,1.34E-31,8.40E-15,0.00E+00,-4.56E-16,-5.11E-15
3.00E-01,4.00E-01,4.00E-02,-3.14E-05,3.14E-05,8.46E-16,-6.81E-16,-1.29E-31,3.57E-15,0.00E+00,-1.72E-15,-3.35E-15
6.00E-01,1.20E+00,5.20E-01,-3.12E-05,3.12E-05,7.60E-16,-1.78E-15,1.80E-31,6.07E-15,0.00E+00,-3.23E-16,-4.66E-15
6.00E-01,1.00E+00,5.00E-01,-3.11E-05,3.11E-05,8.14E-16,-9.10E-16,1.55E-31,4.66E-15,0.00E+00,-1.76E-15,-4.18E-15
6.00E-01,7.00E-01,3.30E-01,-3.10E-05,3.10E-05,9.20E-16,-4.51E-16,-3.38E-32,3.64E-15,0.00E+00,-5.72E-16,-3.73E-15
6.00E-01,9.00E-01,4.70E-01,-3.07E-05,3.07E-05,8.45E-16,-6.06E-16,-3.94E-32,4.13E-15,0.00E+00,-2.02E-15,-3.98E-15
3.00E-01,1.10E+00,2.30E-01,-3.05E-05,3.05E-05,6.48E-16,-3.02E-15,7.73E-32,7.60E-15,0.00E+00,-2.71E-16,-4.85E-15
6.00E-01,3.00E-01,2.00E-02,-3.02E-05,3.02E-05,1.08E-15,-3.48E-16,3.06E-32,2.92E-15,0.00E+00,-2.56E-14,-3.26E-15
6.00E-01,4.00E-01,1.00E-01,-3.01E-05,3.01E-05,1.04E-15,-3.58E-16,4.68E-31,3.08E-15,0.00E+00,-1.77E-14,-3.38E-15
6.00E-01,5.00E-01,1.80E-01,-2.99E-05,2.99E-05,1.00E-15,-3.72E-16,9.66E-32,3.25E-15,0.00E+00,-5.68E-15,-3.49E-15
6.00E-01,8.00E-01,4.10E-01,-2.98E-05,2.98E-05,8.81E-16,-4.80E-16,-7.08E-32,3.83E-15,0.00E+00,-3.99E-12,-3.84E-15
3.00E-01,5.00E-01,1.20E-01,-2.96E-05,2.96E-05,8.12E-16,-7.06E-16,-3.64E-31,3.76E-15,0.00E+00,-8.65E-15,-3.48E-15
3.00E-01,6.00E-01,1.80E-01,-2.95E-05,2.95E-05,7.80E-16,-8.35E-16,3.77E-31,4.08E-15,0.00E+00,-1.87E-15,-3.64E-15
6.00E-01,6.00E-01,2.60E-01,-2.95E-05,2.95E-05,9.60E-16,-3.89E-16,3.12E-31,3.42E-15,0.00E+00,-9.48E-16,-3.61E-15
3.00E-01,1.00E+00,2.30E-01,-2.93E-05,2.93E-05,6.73E-16,-2.51E-15,5.07E-32,6.81E-15,0.00E+00,-1.48E-16,-4.59E-15
3.00E-01,4.00E-01,5.00E-02,-2.92E-05,2.92E-05,8.46E-16,-6.41E-16,3.28E-31,3.53E-15,0.00E+00,-2.07E-15,-3.35E-15
3.00E-01,8.00E-01,2.20E-01,-2.92E-05,2.92E-05,7.24E-16,-1.57E-15,3.35E-31,5.31E-15,0.00E+00,-2.75E-16,-4.08E-15
6.00E-01,7.00E-01,3.40E-01,-2.89E-05,2.89E-05,9.20E-16,-4.12E-16,-1.80E-31,3.60E-15,0.00E+00,-7.95E-12,-3.72E-15
6.00E-01,1.10E+00,5.20E-01,-2.87E-05,2.87E-05,7.86E-16,-1.30E-15,-1.29E-32,5.32E-15,0.00E+00,-3.13E-16,-4.41E-15
3.00E-01,7.00E-01,2.10E-01,-2.87E-05,2.87E-05,7.51E-16,-1.14E-15,-3.22E-32,4.62E-15,0.00E+00,-1.91E-15,-3.84E-15
6.00E-01,9.00E-01,4.80E-01,-2.82E-05,2.82E-05,8.45E-16,-5.69E-16,9.66E-32,4.09E-15,0.00E+00,-1.91E-15,-3.98E-15
6.00E-01,1.00E+00,5.10E-01,-2.80E-05,2.80E-05,8.14E-16,-8.77E-16,-9.01E-32,4.63E-15,0.00E+00,-1.74E-15,-4.18E-15
6.00E-01,3.00E-01,3.00E-02,-2.80E-05,2.80E-05,1.08E-15,-3.09E-16,9.50E-32,2.88E-15,0.00E+00,-2.60E-14,-3.26E-15
6.00E-01,4.00E-01,1.10E-01,-2.79E-05,2.79E-05,1.04E-15,-3.19E-16,-8.37E-32,3.04E-15,0.00E+00,-1.80E-14,-3.38E-15
6.00E-01,5.00E-01,1.90E-01,-2.77E-05,2.77E-05,9.99E-16,-3.33E-16,2.17E-31,3.21E-15,0.00E+00,-4.83E-15,-3.49E-15
3.00E-01,9.00E-01,2.30E-01,-2.77E-05,2.77E-05,6.98E-16,-2.02E-15,-3.22E-33,6.04E-15,0.00E+00,-2.74E-16,-4.33E-15
6.00E-01,8.00E-01,4.20E-01,-2.76E-05,2.76E-05,8.81E-16,-4.41E-16,-7.73E-32,3.79E-15,0.00E+00,-2.01E-15,-3.84E-15
6.00E-01,1.20E+00,5.30E-01,-2.74E-05,2.74E-05,7.60E-16,-1.75E-15,1.09E-31,6.04E-15,0.00E+00,-4.08E-16,-4.66E-15
3.00E-01,5.00E-01,1.30E-01,-2.74E-05,2.74E-05,8.12E-16,-6.66E-16,7.08E-32,3.72E-15,0.00E+00,-8.62E-15,-3.48E-15
6.00E-01,6.00E-01,2.70E-01,-2.74E-05,2.74E-05,9.59E-16,-3.50E-16,7.08E-32,3.38E-15,0.00E+00,-1.55E-15,-3.60E-15
3.00E-01,1.20E+00,2.40E-01,-2.70E-05,2.70E-05,6.23E-16,-3.50E-15,1.55E-31,8.38E-15,0.00E+00,-2.95E-16,-5.11E-15
3.00E-01,4.00E-01,6.00E-02,-2.70E-05,2.70E-05,8.46E-16,-6.02E-16,3.70E-32,3.49E-15,0.00E+00,-2.59E-15,-3.34E-15
3.00E-01,6.00E-01,1.90E-01,-2.70E-05,2.70E-05,7.80E-16,-7.97E-16,1.09E-31,4.04E-15,0.00E+00,-1.61E-15,-3.63E-15
6.00E-01,7.00E-01,3.50E-01,-2.67E-05,2.67E-05,9.19E-16,-3.73E-16,-4.51E-32,3.56E-15,0.00E+00,-8.86E-16,-3.72E-15
3.00E-01,1.10E+00,2.40E-01,-2.62E-05,2.62E-05,6.48E-16,-2.99E-15,5.15E-32,7.58E-15,0.00E+00,-4.10E-16,-4.85E-15
6.00E-01,3.00E-01,4.00E-02,-2.59E-05,2.59E-05,1.08E-15,-2.69E-16,-5.31E-32,2.84E-15,0.00E+00,-2.62E-14,-3.26E-15
6.00E-01,4.00E-01,1.20E-01,-2.58E-05,2.58E-05,1.04E-15,-2.79E-16,3.65E-31,3.00E-15,0.00E+00,-1.80E-14,-3.37E-15
6.00E-01,9.00E-01,4.90E-01,-2.58E-05,2.58E-05,8.44E-16,-5.32E-16,-6.76E-32,4.05E-15,0.00E+00,-1.60E-15,-3.98E-15
6.00E-01,5.00E-01,2.00E-01,-2.56E-05,2.56E-05,9.98E-16,-2.93E-16,-7.73E-32,3.17E-15,0.00E+00,-3.82E-15,-3.49E-15
3.00E-01,8.00E-01,2.30E-01,-2.56E-05,2.56E-05,7.24E-16,-1.54E-15,3.54E-32,5.28E-15,0.00E+00,-2.30E-16,-4.08E-15
3.00E-01,7.00E-01,2.20E-01,-2.55E-05,2.55E-05,7.51E-16,-1.11E-15,9.66E-33,4.59E-15,0.00E+00,-1.50E-15,-3.84E-15
6.00E-01,8.00E-01,4.30E-01,-2.55E-05,2.55E-05,8.80E-16,-4.01E-16,-2.48E-31,3.74E-15,0.00E+00,-5.60E-16,-3.83E-15
6.00E-01,6.00E-01,2.80E-01,-2.53E-05,2.53E-05,9.59E-16,-3.11E-16,7.24E-32,3.34E-15,0.00E+00,-2.20E-15,-3.60E-15
6.00E-01,1.10E+00,5.30E-01,-2.52E-05,2.52E-05,7.86E-16,-1.27E-15,-7.73E-31,5.29E-15,0.00E+00,-4.39E-16,-4.41E-15
3.00E-01,5.00E-01,1.40E-01,-2.52E-05,2.52E-05,8.11E-16,-6.27E-16,7.08E-32,3.68E-15,0.00E+00,-8.64E-15,-3.48E-15
3.00E-01,1.00E+00,2.40E-01,-2.51E-05,2.51E-05,6.72E-16,-2.49E-15,6.44E-33,6.79E-15,0.00E+00,-3.69E-16,-4.59E-15
6.00E-01,1.00E+00,5.20E-01,-2.49E-05,2.49E-05,8.14E-16,-8.44E-16,4.20E-31,4.60E-15,0.00E+00,-1.39E-15,-4.18E-15
3.00E-01,4.00E-01,7.00E-02,-2.49E-05,2.49E-05,8.46E-16,-5.62E-16,-5.47E-32,3.44E-15,0.00E+00,-3.02E-15,-3.34E-15
6.00E-01,7.00E-01,3.60E-01,-2.46E-05,2.46E-05,9.19E-16,-3.33E-16,1.05E-32,3.51E-15,0.00E+00,-3.14E-15,-3.71E-15
3.00E-01,6.00E-01,2.00E-01,-2.44E-05,2.44E-05,7.79E-16,-7.60E-16,7.00E-32,4.00E-15,0.00E+00,-1.43E-15,-3.63E-15
3.00E-01,3.00E-01,-1.42E-33,-2.40E-05,2.40E-05,8.80E-16,-5.04E-16,-1.46E-31,3.22E-15,0.00E+00,3.10E-15,-3.21E-15
6.00E-01,3.00E-01,5.00E-02,-2.39E-05,2.39E-05,1.08E-15,-2.28E-16,4.35E-32,2.79E-15,0.00E+00,-2.60E-14,-3.25E-15
6.00E-01,4.00E-01,1.30E-01,-2.38E-05,2.38E-05,1.04E-15,-2.39E-16,5.15E-32,2.96E-15,0.00E+00,-1.79E-14,-3.37E-15
3.00E-01,9.00E-01,2.40E-01,-2.38E-05,2.38E-05,6.98E-16,-1.99E-15,3.22E-32,6.01E-15,0.00E+00,-7.86E-17,-4.33E-15
6.00E-01,5.00E-01,2.10E-01,-2.36E-05,2.36E-05,9.98E-16,-2.53E-16,-4.51E-32,3.12E-15,0.00E+00,-2.99E-15,-3.48E-15
6.00E-01,1.20E+00,5.40E-01,-2.35E-05,2.35E-05,7.59E-16,-1.72E-15,1.29E-31,6.01E-15,0.00E+00,-3.81E-16,-4.66E-15
6.00E-01,8.00E-01,4.40E-01,-2.34E-05,2.34E-05,8.80E-16,-3.62E-16,-5.47E-31,3.70E-15,0.00E+00,-4.64E-12,-3.83E-15
6.00E-01,9.00E-01,5.00E-01,-2.34E-05,2.34E-05,8.44E-16,-4.95E-16,2.90E-32,4.01E-15,0.00E+00,-1.48E-15,-3.97E-15
6.00E-01,6.00E-01,2.90E-01,-2.32E-05,2.32E-05,9.58E-16,-2.71E-16,-1.09E-31,3.29E-15,0.00E+00,-2.85E-15,-3.59E-15
3.00E-01,5.00E-01,1.50E-01,-2.31E-05,2.31E-05,8.11E-16,-5.86E-16,9.90E-32,3.63E-15,0.00E+00,-8.86E-15,-3.47E-15
3.00E-01,4.00E-01,8.00E-02,-2.28E-05,2.28E-05,8.45E-16,-5.21E-16,-2.90E-32,3.40E-15,0.00E+00,-3.56E-15,-3.34E-15
6.00E-01,7.00E-01,3.70E-01,-2.26E-05,2.26E-05,9.18E-16,-2.93E-16,1.09E-31,3.47E-15,0.00E+00,-1.05E-15,-3.71E-15
3.00E-01,1.20E+00,2.50E-01,-2.25E-05,2.25E-05,6.23E-16,-3.48E-15,2.17E-31,8.36E-15,0.00E+00,-1.98E-16,-5.11E-15
3.00E-01,7.00E-01,2.30E-01,-2.24E-05,2.24E-05,7.50E-16,-1.08E-15,-1.42E-31,4.56E-15,0.00E+00,-1.27E-15,-3.84E-15
3.00E-01,3.00E-01,1.00E-02,-2.20E-05,2.20E-05,8.80E-16,-4.63E-16,8.69E-32,3.18E-15,0.00E+00,-2.62E-15,-3.21E-15
3.00E-01,8.00E-01,2.40E-01,-2.20E-05,2.20E-05,7.24E-16,-1.51E-15,4.18E-31,5.25E-15,0.00E+00,-1.44E-16,-4.08E-15
3.00E-01,1.10E+00,2.50E-01,-2.19E-05,2.19E-05,6.47E-16,-2.97E-15,2.17E-31,7.56E-15,0.00E+00,-5.13E-16,-4.85E-15
6.00E-01,3.00E-01,6.00E-02,-2.19E-05,2.19E-05,1.08E-15,-1.88E-16,-1.50E-31,2.75E-15,0.00E+00,-2.55E-14,-3.25E-15
3.00E-01,6.00E-01,2.10E-01,-2.19E-05,2.19E-05,7.79E-16,-7.23E-16,1.09E-31,3.96E-15,0.00E+00,-1.32E-15,-3.63E-15
6.00E-01,1.00E+00,5.30E-01,-2.18E-05,2.18E-05,8.13E-16,-8.12E-16,2.90E-31,4.56E-15,0.00E+00,-1.49E-15,-4.18E-15
6.00E-01,4.00E-01,1.40E-01,-2.18E-05,2.18E-05,1.04E-15,-1.99E-16,-1.67E-31,2.91E-15,0.00E+00,-1.75E-14,-3.36E-15
6.00E-01,1.10E+00,5.40E-01,-2.16E-05,2.16E-05,7.86E-16,-1.24E-15,6.44E-33,5.26E-15,0.00E+00,-4.44E-16,-4.41E-15
6.00E-01,5.00E-01,2.20E-01,-2.16E-05,2.16E-05,9.97E-16,-2.13E-16,-1.61E-33,3.08E-15,0.00E+00,-2.14E-15,-3.48E-15
6.00E-01,8.00E-01,4.50E-01,-2.14E-05,2.14E-05,8.79E-16,-3.22E-16,-1.69E-31,3.65E-15,0.00E+00,-4.91E-12,-3.82E-15
6.00E-01,6.00E-01,3.00E-01,-2.13E-05,2.13E-05,9.57E-16,-2.31E-16,-5.15E-32,3.25E-15,0.00E+00,-2.68E-16,-3.59E-15
3.00E-01,5.00E-01,1.60E-01,-2.11E-05,2.11E-05,8.11E-16,-5.46E-16,2.04E-31,3.59E-15,0.00E+00,-9.10E-15,-3.47E-15
3.00E-01,1.00E+00,2.50E-01,-2.10E-05,2.10E-05,6.72E-16,-2.46E-15,-1.93E-32,6.76E-15,0.00E+00,-4.57E-16,-4.59E-15
6.00E-01,9.00E-01,5.10E-01,-2.10E-05,2.10E-05,8.44E-16,-4.57E-16,6.76E-32,3.97E-15,0.00E+00,-1.35E-15,-3.97E-15
3.00E-01,4.00E-01,9.00E-02,-2.08E-05,2.08E-05,8.45E-16,-4.81E-16,5.82E-31,3.36E-15,0.00E+00,-4.01E-15,-3.33E-15
6.00E-01,7.00E-01,3.80E-01,-2.06E-05,2.06E-05,9.18E-16,-2.53E-16,-2.00E-31,3.42E-15,0.00E+00,-4.18E-15,-3.70E-15
3.00E-01,3.00E-01,2.00E-02,-2.00E-05,2.00E-05,8.80E-16,-4.22E-16,-8.61E-32,3.13E-15,0.00E+00,-3.10E-15,-3.20E-15
6.00E-01,3.00E-01,7.00E-02,-2.00E-05,2.00E-05,1.07E-15,-1.47E-16,1.21E-31,2.71E-15,0.00E+00,-2.46E-14,-3.25E-15
3.00E-01,9.00E-01,2.50E-01,-1.99E-05,1.99E-05,6.98E-16,-1.96E-15,-1.74E-31,5.99E-15,0.00E+00,-2.26E-16,-4.33E-15
6.00E-01,4.00E-01,1.50E-01,-1.98E-05,1.98E-05,1.04E-15,-1.58E-16,-6.12E-32,2.87E-15,0.00E+00,-1.69E-14,-3.36E-15
6.00E-01,5.00E-01,2.30E-01,-1.97E-05,1.97E-05,9.97E-16,-1.73E-16,7.32E-32,3.04E-15,0.00E+00,-1.67E-15,-3.47E-15
6.00E-01,1.20E+00,5.50E-01,-1.96E-05,1.96E-05,7.59E-16,-1.70E-15,2.64E-31,5.99E-15,0.00E+00,-3.68E-16,-4.66E-15
3.00E-01,6.00E-01,2.20E-01,-1.95E-05,1.95E-05,7.79E-16,-6.85E-16,1.37E-31,3.92E-15,0.00E+00,-1.13E-15,-3.63E-15
6.00E-01,8.00E-01,4.60E-01,-1.95E-05,1.95E-05,8.78E-16,-2.81E-16,-3.03E-31,3.61E-15,0.00E+00,-1.94E-15,-3.82E-15
6.00E-01,6.00E-01,3.10E-01,-1.93E-05,1.93E-05,9.57E-16,-1.91E-16,-2.96E-32,3.20E-15,0.00E+00,-4.14E-15,-3.58E-15
3.00E-01,7.00E-01,2.40E-01,-1.92E-05,1.92E-05,7.50E-16,-1.05E-15,-1.98E-31,4.52E-15,0.00E+00,-1.11E-15,-3.84E-15
3.00E-01,5.00E-01,1.70E-01,-1.91E-05,1.91E-05,8.11E-16,-5.05E-16,1.45E-31,3.54E-15,0.00E+00,-9.20E-15,-3.46E-15
3.00E-01,4.00E-01,1.00E-01,-1.88E-05,1.88E-05,8.45E-16,-4.39E-16,-1.29E-32,3.31E-15,0.00E+00,-4.46E-15,-3.33E-15
6.00E-01,1.00E+00,5.40E-01,-1.87E-05,1.87E-05,8.13E-16,-7.79E-16,8.08E-31,4.53E-15,0.00E+00,-1.30E-15,-4.17E-15
6.00E-01,7.00E-01,3.90E-01,-1.87E-05,1.87E-05,9.17E-16,-2.13E-16,-4.64E-31,3.38E-15,0.00E+00,-1.43E-15,-3.70E-15
6.00E-01,9.00E-01,5.20E-01,-1.86E-05,1.86E-05,8.43E-16,-4.20E-16,-1.80E-31,3.93E-15,0.00E+00,-1.10E-15,-3.96E-15
3.00E-01,8.00E-01,2.50E-01,-1.83E-05,1.83E-05,7.23E-16,-1.48E-15,9.98E-32,5.22E-15,0.00E+00,-4.06E-16,-4.08E-15
6.00E-01,2.00E-01,-2.21E-34,-1.82E-05,1.82E-05,1.11E-15,-9.76E-17,-7.73E-32,2.50E-15,0.00E+00,4.21E-17,-3.13E-15
3.00E-01,1.20E+00,2.60E-01,-1.81E-05,1.81E-05,6.23E-16,-3.45E-15,-1.43E-31,8.33E-15,0.00E+00,-4.30E-17,-5.12E-15
3.00E-01,3.00E-01,3.00E-02,-1.81E-05,1.81E-05,8.79E-16,-3.81E-16,9.66E-33,3.09E-15,0.00E+00,-3.60E-15,-3.20E-15
6.00E-01,3.00E-01,8.00E-02,-1.81E-05,1.81E-05,1.07E-15,-1.06E-16,1.45E-32,2.66E-15,0.00E+00,-2.35E-14,-3.24E-15
6.00E-01,1.10E+00,5.50E-01,-1.80E-05,1.80E-05,7.85E-16,-1.21E-15,-3.93E-31,5.23E-15,0.00E+00,-3.38E-16,-4.41E-15
6.00E-01,4.00E-01,1.60E-01,-1.80E-05,1.80E-05,1.04E-15,-1.17E-16,3.28E-31,2.83E-15,0.00E+00,-1.60E-14,-3.36E-15
6.00E-01,5.00E-01,2.40E-01,-1.78E-05,1.78E-05,9.96E-16,-1.32E-16,9.66E-32,2.99E-15,0.00E+00,-1.63E-15,-3.47E-15
6.00E-01,8.00E-01,4.70E-01,-1.76E-05,1.76E-05,8.78E-16,-2.40E-16,-3.86E-31,3.56E-15,0.00E+00,-8.65E-16,-3.81E-15
3.00E-01,1.10E+00,2.60E-01,-1.75E-05,1.75E-05,6.47E-16,-2.94E-15,-5.15E-32,7.53E-15,0.00E+00,-5.15E-16,-4.85E-15
6.00E-01,6.00E-01,3.20E-01,-1.75E-05,1.75E-05,9.56E-16,-1.50E-16,6.44E-32,3.16E-15,0.00E+00,-4.65E-16,-3.58E-15
3.00E-01,5.00E-01,1.80E-01,-1.72E-05,1.72E-05,8.10E-16,-4.64E-16,2.95E-31,3.50E-15,0.00E+00,-9.03E-15,-3.46E-15
3.00E-01,4.00E-01,1.10E-01,-1.70E-05,1.70E-05,8.44E-16,-3.98E-16,1.02E-31,3.26E-15,0.00E+00,-4.52E-15,-3.32E-15
3.00E-01,6.00E-01,2.30E-01,-1.70E-05,1.70E-05,7.79E-16,-6.48E-16,2.12E-31,3.88E-15,0.00E+00,-9.55E-16,-3.62E-15
6.00E-01,7.00E-01,4.00E-01,-1.69E-05,1.69E-05,9.16E-16,-1.71E-16,3.99E-31,3.33E-15,0.00E+00,-1.36E-15,-3.69E-15
3.00E-01,1.00E+00,2.60E-01,-1.68E-05,1.68E-05,6.72E-16,-2.43E-15,1.22E-31,6.74E-15,0.00E+00,-1.82E-16,-4.59E-15
6.00E-01,2.00E-01,1.00E-02,-1.64E-05,1.64E-05,1.11E-15,-5.53E-17,-3.54E-32,2.46E-15,0.00E+00,-2.39E-14,-3.13E-15
6.00E-01,3.00E-01,9.00E-02,-1.63E-05,1.63E-05,1.07E-15,-6.37E-17,1.29E-32,2.62E-15,0.00E+00,-2.26E-14,-3.24E-15
3.00E-01,3.00E-01,4.00E-02,-1.62E-05,1.62E-05,8.79E-16,-3.39E-16,-8.05E-32,3.04E-15,0.00E+00,-4.13E-15,-3.19E-15
6.00E-01,4.00E-01,1.70E-01,-1.62E-05,1.62E-05,1.04E-15,-7.54E-17,4.83E-32,2.78E-15,0.00E+00,-1.50E-14,-3.35E-15
6.00E-01,9.00E-01,5.30E-01,-1.62E-05,1.62E-05,8.43E-16,-3.82E-16,-1.03E-31,3.89E-15,0.00E+00,-1.07E-15,-3.96E-15
6.00E-01,5.00E-01,2.50E-01,-1.60E-05,1.60E-05,9.96E-16,-9.01E-17,-4.83E-32,2.94E-15,0.00E+00,-2.26E-15,-3.46E-15
3.00E-01,7.00E-01,2.50E-01,-1.60E-05,1.60E-05,7.50E-16,-1.01E-15,5.15E-32,4.49E-15,0.00E+00,-9.74E-16,-3.84E-15
3.00E-01,9.00E-01,2.60E-01,-1.59E-05,1.59E-05,6.97E-16,-1.94E-15,-4.18E-32,5.96E-15,0.00E+00,-3.49E-16,-4.33E-15
6.00E-01,1.20E+00,5.60E-01,-1.57E-05,1.57E-05,7.59E-16,-1.67E-15,3.15E-31,5.96E-15,0.00E+00,-4.15E-16,-4.66E-15
6.00E-01,6.00E-01,3.30E-01,-1.57E-05,1.57E-05,9.56E-16,-1.08E-16,-9.66E-32,3.11E-15,0.00E+00,-6.25E-16,-3.57E-15
6.00E-01,8.00E-01,4.80E-01,-1.57E-05,1.57E-05,8.77E-16,-1.99E-16,-6.44E-32,3.51E-15,0.00E+00,-1.62E-15,-3.80E-15
6.00E-01,1.00E+00,5.50E-01,-1.56E-05,1.56E-05,8.13E-16,-7.46E-16,-4.38E-31,4.49E-15,0.00E+00,-1.02E-15,-4.17E-15
3.00E-01,5.00E-01,1.90E-01,-1.53E-05,1.53E-05,8.10E-16,-4.22E-16,4.51E-32,3.45E-15,0.00E+00,-8.43E-15,-3.45E-15
3.00E-01,4.00E-01,1.20E-01,-1.52E-05,1.52E-05,8.44E-16,-3.56E-16,-4.51E-32,3.22E-15,0.00E+00,-4.19E-15,-3.32E-15
6.00E-01,7.00E-01,4.10E-01,-1.51E-05,1.51E-05,9.16E-16,-1.30E-16,3.99E-31,3.29E-15,0.00E+00,-1.37E-15,-3.68E-15
6.00E-01,2.00E-01,2.00E-02,-1.47E-05,1.47E-05,1.11E-15,-1.24E-17,1.29E-32,2.41E-15,0.00E+00,-2.55E-14,-3.12E-15
3.00E-01,8.00E-01,2.60E-01,-1.47E-05,1.47E-05,7.23E-16,-1.45E-15,3.57E-31,5.19E-15,0.00E+00,-1.88E-16,-4.08E-15
6.00E-01,1.10E+00,5.60E-01,-1.45E-05,1.45E-05,7.85E-16,-1.18E-15,-1.29E-31,5.20E-15,0.00E+00,-5.07E-16,-4.41E-15
3.00E-01,3.00E-01,5.00E-02,-1.45E-05,1.45E-05,8.79E-16,-2.96E-16,-6.52E-32,2.99E-15,0.00E+00,-4.83E-15,-3.19E-15
6.00E-01,3.00E-01,1.00E-01,-1.45E-05,1.45E-05,1.07E-15,-2.14E-17,-2.53E-32,2.57E-15,0.00E+00,-2.25E-14,-3.24E-15
3.00E-01,6.00E-01,2.40E-01,-1.45E-05,1.45E-05,7.78E-16,-6.10E-16,1.22E-31,3.84E-15,0.00E+00,-9.38E-16,-3.62E-15
6.00E-01,4.00E-01,1.80E-01,-1.44E-05,1.44E-05,1.03E-15,-3.33E-17,5.23E-31,2.73E-15,0.00E+00,-1.44E-14,-3.35E-15
6.00E-01,5.00E-01,2.60E-01,-1.43E-05,1.43E-05,9.95E-16,-4.82E-17,-1.48E-31,2.90E-15,0.00E+00,-3.43E-15,-3.46E-15
6.00E-01,6.00E-01,3.40E-01,-1.40E-05,1.40E-05,9.55E-16,-6.61E-17,-1.16E-31,3.07E-15,0.00E+00,-6.76E-16,-3.57E-15
6.00E-01,8.00E-01,4.90E-01,-1.40E-05,1.40E-05,8.77E-16,-1.57E-16,2.32E-31,3.47E-15,0.00E+00,-9.23E-16,-3.80E-15
6.00E-01,9.00E-01,5.40E-01,-1.39E-05,1.39E-05,8.42E-16,-3.44E-16,3.06E-32,3.84E-15,0.00E+00,-8.03E-16,-3.95E-15
3.00E-01,1.20E+00,2.70E-01,-1.36E-05,1.36E-05,6.23E-16,-3.43E-15,1.42E-31,8.31E-15,0.00E+00,-2.20E-16,-5.12E-15
3.00E-01,5.00E-01,2.00E-01,-1.36E-05,1.36E-05,8.10E-16,-3.80E-16,-7.40E-32,3.40E-15,0.00E+00,-7.22E-15,-3.45E-15
3.00E-01,4.00E-01,1.30E-01,-1.34E-05,1.34E-05,8.44E-16,-3.13E-16,9.34E-32,3.17E-15,0.00E+00,-3.43E-15,-3.31E-15
6.00E-01,7.00E-01,4.20E-01,-1.34E-05,1.34E-05,9.15E-16,-8.78E-17,-1.29E-31,3.24E-15,0.00E+00,-1.13E-15,-3.68E-15
3.00E-01,1.10E+00,2.70E-01,-1.32E-05,1.32E-05,6.47E-16,-2.91E-15,-1.13E-31,7.51E-15,0.00E+00,-4.49E-16,-4.85E-15
6.00E-01,2.00E-01,3.00E-02,-1.30E-05,1.30E-05,1.11E-15,3.09E-17,1.93E-32,2.37E-15,0.00E+00,-3.44E-14,-3.12E-15
6.00E-01,3.00E-01,1.10E-01,-1.29E-05,1.29E-05,1.07E-15,2.16E-17,6.12E-32,2.53E-15,0.00E+00,-2.54E-14,-3.23E-15
3.00E-01,3.00E-01,6.00E-02,-1.28E-05,1.28E-05,8.79E-16,-2.53E-16,-1.61E-32,2.95E-15,0.00E+00,-5.99E-15,-3.19E-15
6.00E-01,4.00E-01,1.90E-01,-1.28E-05,1.28E-05,1.03E-15,9.39E-18,1.16E-31,2.69E-15,0.00E+00,-1.47E-14,-3.34E-15
3.00E-01,7.00E-01,2.60E-01,-1.28E-05,1.28E-05,7.50E-16,-9.80E-16,-1.61E-31,4.46E-15,0.00E+00,-7.66E-16,-3.84E-15
3.00E-01,1.00E+00,2.70E-01,-1.26E-05,1.26E-05,6.72E-16,-2.41E-15,-3.22E-33,6.71E-15,0.00E+00,-4.84E-16,-4.59E-15
6.00E-01,5.00E-01,2.70E-01,-1.26E-05,1.26E-05,9.95E-16,-5.61E-18,-2.41E-32,2.85E-15,0.00E+00,-5.78E-15,-3.45E-15
6.00E-01,1.00E+00,5.60E-01,-1.25E-05,1.25E-05,8.12E-16,-7.13E-16,3.01E-31,4.46E-15,0.00E+00,-7.76E-16,-4.17E-15
6.00E-01,6.00E-01,3.50E-01,-1.23E-05,1.23E-05,9.55E-16,-2.36E-17,-7.73E-32,3.02E-15,0.00E+00,-6.42E-15,-3.56E-15
