Vs,Vg,Vd,Id,Is,Qs,Qd,Ig,Qg,Vb,Ib,Qb
-3.00E-01,5.00E-01,6.20E+00,3.98E-04,-3.98E-04,3.93E-16,7.16E-15,1.96E-31,-2.82E-16,0.00E+00,5.02E-15,-6.64E-15
-3.00E-01,5.00E-01,6.30E+00,3.98E-04,-3.98E-04,3.93E-16,7.23E-15,-7.40E-32,-3.06E-16,0.00E+00,-2.08E-13,-6.67E-15
-3.00E-01,1.10E+00,9.10E-01,3.99E-04,-3.99E-04,2.64E-16,-4.19E-15,6.44E-32,1.05E-14,0.00E+00,6.54E-15,-6.14E-15
-3.00E-01,1.20E+00,8.90E-01,3.99E-04,-3.99E-04,2.42E-16,-4.81E-15,5.15E-32,1.14E-14,0.00E+00,6.41E-15,-6.42E-15
-3.00E-01,5.00E-01,6.40E+00,3.99E-04,-3.99E-04,3.93E-16,7.29E-15,-3.85E-31,-3.30E-16,0.00E+00,5.01E-15,-6.70E-15
-3.00E-01,5.00E-01,6.50E+00,3.99E-04,-3.99E-04,3.93E-16,7.36E-15,-6.44E-32,-3.53E-16,0.00E+00,5.00E-15,-6.73E-15
-3.00E-01,5.00E-01,6.60E+00,3.99E-04,-3.99E-04,3.92E-16,7.42E-15,-2.59E-31,-3.76E-16,0.00E+00,-1.84E-13,-6.76E-15
-3.00E-01,5.00E-01,6.70E+00,3.99E-04,-3.99E-04,3.92E-16,7.48E-15,-6.44E-33,-4.00E-16,0.00E+00,-2.29E-13,-6.79E-15
-3.00E-01,5.00E-01,6.80E+00,3.99E-04,-3.99E-04,3.92E-16,7.55E-15,-3.56E-31,-4.23E-16,0.00E+00,-2.37E-13,-6.82E-15
-3.00E-01,9.00E-01,9.70E-01,3.99E-04,-3.99E-04,3.10E-16,-2.86E-15,6.50E-31,8.53E-15,0.00E+00,6.43E-15,-5.59E-15
-3.00E-01,1.00E+00,9.40E-01,4.00E-04,-4.00E-04,2.87E-16,-3.53E-15,1.42E-31,9.51E-15,0.00E+00,6.53E-15,-5.87E-15
-3.00E-01,5.00E-01,6.90E+00,4.00E-04,-4.00E-04,3.91E-16,7.61E-15,-5.79E-32,-4.45E-16,0.00E+00,-2.06E-13,-6.85E-15
-3.00E-01,5.00E-01,7.00E+00,4.00E-04,-4.00E-04,3.91E-16,7.67E-15,7.73E-32,-4.68E-16,0.00E+00,4.95E-15,-6.88E-15
-3.00E-01,5.00E-01,7.10E+00,4.00E-04,-4.00E-04,3.91E-16,7.73E-15,4.57E-37,-4.91E-16,0.00E+00,4.96E-15,-6.91E-15
-3.00E-01,5.00E-01,7.20E+00,4.00E-04,-4.00E-04,3.91E-16,7.80E-15,-1.92E-31,-5.13E-16,0.00E+00,-8.77E-14,-6.93E-15
-3.00E-01,5.00E-01,7.30E+00,4.00E-04,-4.00E-04,3.90E-16,7.86E-15,-3.22E-32,-5.35E-16,0.00E+00,-1.16E-13,-6.96E-15
-3.00E-01,1.10E+00,9.20E-01,4.01E-04,-4.01E-04,2.64E-16,-4.17E-15,-2.70E-31,1.04E-14,0.00E+00,6.39E-15,-6.15E-15
-3.00E-01,5.00E-01,7.40E+00,4.01E-04,-4.01E-04,3.90E-16,7.92E-15,-3.19E-31,-5.58E-16,0.00E+00,-1.50E-13,-6.99E-15
-3.00E-01,5.00E-01,7.50E+00,4.01E-04,-4.01E-04,3.90E-16,7.98E-15,-1.71E-31,-5.80E-16,0.00E+00,4.92E-15,-7.02E-15
-3.00E-01,5.00E-01,7.60E+00,4.01E-04,-4.01E-04,3.89E-16,8.04E-15,8.68E-32,-6.02E-16,0.00E+00,4.93E-15,-7.05E-15
-3.00E-01,5.00E-01,7.70E+00,4.01E-04,-4.01E-04,3.89E-16,8.10E-15,1.38E-31,-6.24E-16,0.00E+00,-1.51E-13,-7.07E-15
-3.00E-01,5.00E-01,7.80E+00,4.01E-04,-4.01E-04,3.89E-16,8.16E-15,8.81E-32,-6.45E-16,0.00E+00,4.93E-15,-7.10E-15
-3.00E-01,7.00E-01,1.10E+00,4.01E-04,-4.01E-04,3.56E-16,-1.24E-15,-1.67E-31,6.31E-15,0.00E+00,6.29E-15,-5.04E-15
-3.00E-01,9.00E-01,9.80E-01,4.01E-04,-4.01E-04,3.10E-16,-2.84E-15,6.50E-31,8.51E-15,0.00E+00,6.44E-15,-5.60E-15
-3.00E-01,1.00E+00,9.50E-01,4.02E-04,-4.02E-04,2.87E-16,-3.51E-15,-8.37E-32,9.49E-15,0.00E+00,6.47E-15,-5.87E-15
-3.00E-01,1.20E+00,9.00E-01,4.02E-04,-4.02E-04,2.42E-16,-4.79E-15,-1.85E-32,1.14E-14,0.00E+00,6.55E-15,-6.42E-15
3.00E-01,1.20E+00,2.10E+00,4.02E-04,-4.02E-04,5.94E-16,1.44E-15,3.22E-32,3.77E-15,0.00E+00,5.45E-15,-5.41E-15
-3.00E-01,5.00E-01,7.90E+00,4.02E-04,-4.02E-04,3.88E-16,8.21E-15,5.79E-32,-6.67E-16,0.00E+00,4.91E-15,-7.13E-15
-3.00E-01,5.00E-01,8.00E+00,4.02E-04,-4.02E-04,3.88E-16,8.27E-15,-2.62E-32,-6.89E-16,0.00E+00,4.92E-15,-7.16E-15
-3.00E-01,5.00E-01,8.10E+00,4.02E-04,-4.02E-04,3.88E-16,8.33E-15,1.29E-32,-7.10E-16,0.00E+00,4.93E-15,-7.18E-15
-3.00E-01,5.00E-01,8.20E+00,4.02E-04,-4.02E-04,3.87E-16,8.39E-15,-2.90E-32,-7.31E-16,0.00E+00,4.77E-15,-7.21E-15
-3.00E-01,5.00E-01,8.30E+00,4.02E-04,-4.02E-04,3.87E-16,8.44E-15,6.52E-32,-7.53E-16,0.00E+00,4.94E-15,-7.24E-15
-3.00E-01,1.10E+00,9.30E-01,4.03E-04,-4.03E-04,2.64E-16,-4.15E-15,2.06E-31,1.04E-14,0.00E+00,6.44E-15,-6.15E-15
-3.00E-01,5.00E-01,8.40E+00,4.03E-04,-4.03E-04,3.87E-16,8.50E-15,3.22E-32,-7.74E-16,0.00E+00,-1.62E-13,-7.26E-15
-3.00E-01,5.00E-01,8.50E+00,4.03E-04,-4.03E-04,3.86E-16,8.56E-15,1.51E-31,-7.95E-16,0.00E+00,-1.43E-13,-7.29E-15
-3.00E-01,5.00E-01,8.60E+00,4.03E-04,-4.03E-04,3.86E-16,8.61E-15,-1.63E-31,-8.16E-16,0.00E+00,-8.63E-13,-7.32E-15
-3.00E-01,5.00E-01,8.70E+00,4.03E-04,-4.03E-04,3.86E-16,8.67E-15,-2.19E-31,-8.37E-16,0.00E+00,-6.49E-13,-7.34E-15
-3.00E-01,5.00E-01,8.80E+00,4.03E-04,-4.03E-04,3.85E-16,8.73E-15,3.78E-32,-8.57E-16,0.00E+00,-1.76E-14,-7.37E-15
-3.00E-01,9.00E-01,9.90E-01,4.03E-04,-4.03E-04,3.10E-16,-2.82E-15,3.22E-31,8.50E-15,0.00E+00,6.45E-15,-5.60E-15
-3.00E-01,1.00E+00,9.60E-01,4.04E-04,-4.04E-04,2.87E-16,-3.50E-15,-1.61E-33,9.48E-15,0.00E+00,6.37E-15,-5.88E-15
-3.00E-01,1.20E+00,9.10E-01,4.04E-04,-4.04E-04,2.42E-16,-4.77E-15,-4.02E-32,1.14E-14,0.00E+00,6.50E-15,-6.43E-15
-3.00E-01,5.00E-01,8.90E+00,4.04E-04,-4.04E-04,3.85E-16,8.78E-15,6.44E-33,-8.78E-16,0.00E+00,4.96E-15,-7.40E-15
-3.00E-01,5.00E-01,9.00E+00,4.04E-04,-4.04E-04,3.85E-16,8.84E-15,-6.93E-33,-8.98E-16,0.00E+00,4.96E-15,-7.42E-15
-3.49E-34,9.00E-01,1.70E+00,4.04E-04,-4.04E-04,5.08E-16,7.89E-16,-2.41E-32,4.20E-15,0.00E+00,-6.81E-16,-5.11E-15
-3.00E-01,1.10E+00,9.40E-01,4.05E-04,-4.05E-04,2.64E-16,-4.13E-15,4.64E-31,1.04E-14,0.00E+00,6.46E-15,-6.16E-15
-3.00E-01,9.00E-01,1.00E+00,4.05E-04,-4.05E-04,3.10E-16,-2.80E-15,-1.16E-31,8.48E-15,0.00E+00,6.38E-15,-5.60E-15
-3.00E-01,9.00E-01,1.00E+00,4.05E-04,-4.05E-04,3.10E-16,-2.80E-15,1.93E-31,8.48E-15,0.00E+00,6.42E-15,-5.60E-15
-3.00E-01,1.00E+00,9.70E-01,4.06E-04,-4.06E-04,2.87E-16,-3.48E-15,-9.01E-32,9.46E-15,0.00E+00,6.41E-15,-5.88E-15
-6.14E-34,1.10E+00,1.40E+00,4.06E-04,-4.06E-04,4.64E-16,-1.63E-15,2.58E-32,7.27E-15,0.00E+00,-5.24E-16,-5.71E-15
-3.00E-01,1.20E+00,9.20E-01,4.06E-04,-4.06E-04,2.42E-16,-4.76E-15,-7.08E-32,1.13E-14,0.00E+00,6.48E-15,-6.43E-15
-5.17E-33,1.00E+00,1.50E+00,4.07E-04,-4.07E-04,4.87E-16,-6.71E-16,-5.15E-32,6.00E-15,0.00E+00,-4.76E-16,-5.42E-15
-3.00E-01,1.10E+00,9.50E-01,4.07E-04,-4.07E-04,2.64E-16,-4.12E-15,-1.26E-31,1.04E-14,0.00E+00,6.42E-15,-6.16E-15
3.00E-01,1.20E+00,2.20E+00,4.07E-04,-4.07E-04,5.92E-16,1.78E-15,-1.14E-31,3.45E-15,0.00E+00,-9.08E-16,-5.43E-15
-3.00E-01,1.00E+00,9.80E-01,4.08E-04,-4.08E-04,2.87E-16,-3.46E-15,-1.26E-31,9.45E-15,0.00E+00,6.38E-15,-5.89E-15
-3.00E-01,1.20E+00,9.30E-01,4.08E-04,-4.08E-04,2.41E-16,-4.74E-15,-9.33E-32,1.13E-14,0.00E+00,6.39E-15,-6.44E-15
-3.00E-01,6.00E-01,1.30E+00,4.08E-04,-4.08E-04,3.79E-16,9.06E-17,2.90E-32,4.68E-15,0.00E+00,6.27E-15,-4.76E-15
-3.00E-01,1.10E+00,9.60E-01,4.09E-04,-4.09E-04,2.64E-16,-4.10E-15,-2.57E-32,1.04E-14,0.00E+00,6.38E-15,-6.17E-15
-3.00E-01,1.00E+00,9.90E-01,4.10E-04,-4.10E-04,2.87E-16,-3.44E-15,1.55E-31,9.44E-15,0.00E+00,6.40E-15,-5.89E-15
-3.00E-01,1.20E+00,9.40E-01,4.10E-04,-4.10E-04,2.41E-16,-4.72E-15,-1.03E-31,1.13E-14,0.00E+00,6.51E-15,-6.44E-15
-3.00E-01,1.10E+00,9.70E-01,4.11E-04,-4.11E-04,2.64E-16,-4.08E-15,5.15E-32,1.04E-14,0.00E+00,6.55E-15,-6.17E-15
1.04E-29,9.00E-01,1.80E+00,4.11E-04,-4.11E-04,5.07E-16,1.11E-15,3.06E-32,3.90E-15,0.00E+00,1.55E-14,-5.13E-15
-3.00E-01,1.00E+00,1.00E+00,4.12E-04,-4.12E-04,2.87E-16,-3.42E-15,1.13E-31,9.42E-15,0.00E+00,6.41E-15,-5.90E-15
-3.00E-01,1.00E+00,1.00E+00,4.12E-04,-4.12E-04,2.87E-16,-3.42E-15,9.66E-33,9.42E-15,0.00E+00,6.40E-15,-5.90E-15
-3.00E-01,1.20E+00,9.50E-01,4.12E-04,-4.12E-04,2.41E-16,-4.71E-15,1.05E-32,1.13E-14,0.00E+00,6.51E-15,-6.45E-15
3.00E-01,1.20E+00,2.30E+00,4.12E-04,-4.12E-04,5.90E-16,2.13E-15,2.25E-32,3.13E-15,0.00E+00,-8.27E-16,-5.45E-15
-3.00E-01,1.10E+00,9.80E-01,4.13E-04,-4.13E-04,2.64E-16,-4.06E-15,-4.89E-31,1.04E-14,0.00E+00,6.38E-15,-6.18E-15
-3.00E-01,1.20E+00,9.60E-01,4.14E-04,-4.14E-04,2.41E-16,-4.69E-15,-1.51E-31,1.13E-14,0.00E+00,6.52E-15,-6.45E-15
-3.00E-01,8.00E-01,1.10E+00,4.14E-04,-4.14E-04,3.33E-16,-1.94E-15,7.54E-32,7.35E-15,0.00E+00,6.21E-15,-5.34E-15
-3.00E-01,1.10E+00,9.90E-01,4.15E-04,-4.15E-04,2.64E-16,-4.05E-15,4.51E-32,1.04E-14,0.00E+00,6.48E-15,-6.18E-15
3.00E-01,1.20E+00,2.40E+00,4.15E-04,-4.15E-04,5.89E-16,2.47E-15,1.93E-32,2.81E-15,0.00E+00,-8.56E-16,-5.48E-15
2.46E-35,1.20E+00,1.40E+00,4.16E-04,-4.16E-04,4.41E-16,-2.31E-15,9.66E-32,8.28E-15,0.00E+00,-4.17E-16,-6.02E-15
-3.00E-01,1.20E+00,9.70E-01,4.16E-04,-4.16E-04,2.41E-16,-4.67E-15,-8.37E-32,1.13E-14,0.00E+00,6.49E-15,-6.46E-15
-3.00E-01,7.00E-01,1.20E+00,4.16E-04,-4.16E-04,3.56E-16,-1.00E-15,-3.93E-31,6.11E-15,0.00E+00,6.35E-15,-5.07E-15
-3.00E-01,1.10E+00,1.00E+00,4.17E-04,-4.17E-04,2.64E-16,-4.03E-15,4.25E-31,1.03E-14,0.00E+00,6.34E-15,-6.18E-15
-3.00E-01,1.10E+00,1.00E+00,4.17E-04,-4.17E-04,2.64E-16,-4.03E-15,2.58E-32,1.03E-14,0.00E+00,6.28E-15,-6.18E-15
-3.00E-01,1.20E+00,9.80E-01,4.18E-04,-4.18E-04,2.41E-16,-4.66E-15,-1.16E-31,1.13E-14,0.00E+00,6.42E-15,-6.46E-15
3.00E-01,1.20E+00,2.50E+00,4.18E-04,-4.18E-04,5.87E-16,2.79E-15,-2.38E-37,2.53E-15,0.00E+00,-9.19E-16,-5.52E-15
-3.00E-01,6.00E-01,1.40E+00,4.18E-04,-4.18E-04,3.79E-16,3.82E-16,2.58E-32,4.41E-15,0.00E+00,6.19E-15,-4.78E-15
9.26E-34,9.00E-01,1.90E+00,4.18E-04,-4.18E-04,5.07E-16,1.45E-15,3.06E-32,3.58E-15,0.00E+00,-7.54E-16,-5.15E-15
-3.00E-01,1.20E+00,9.90E-01,4.20E-04,-4.20E-04,2.41E-16,-4.64E-15,-8.69E-32,1.13E-14,0.00E+00,6.44E-15,-6.47E-15
3.00E-01,1.20E+00,2.60E+00,4.20E-04,-4.20E-04,5.86E-16,3.07E-15,1.71E-31,2.30E-15,0.00E+00,-9.16E-16,-5.56E-15
4.99E-33,1.00E+00,1.60E+00,4.21E-04,-4.21E-04,4.86E-16,-4.27E-16,-9.53E-31,5.78E-15,0.00E+00,-6.46E-16,-5.44E-15
3.00E-01,1.20E+00,2.70E+00,4.21E-04,-4.21E-04,5.84E-16,3.31E-15,-1.16E-31,2.11E-15,0.00E+00,-1.02E-15,-5.61E-15
-6.24E-34,1.10E+00,1.50E+00,4.22E-04,-4.22E-04,4.64E-16,-1.42E-15,-3.86E-31,7.09E-15,0.00E+00,-6.86E-16,-5.74E-15
-3.00E-01,1.20E+00,1.00E+00,4.22E-04,-4.22E-04,2.41E-16,-4.62E-15,-1.59E-31,1.12E-14,0.00E+00,6.33E-15,-6.47E-15
-3.00E-01,1.20E+00,1.00E+00,4.22E-04,-4.22E-04,2.41E-16,-4.62E-15,-8.13E-32,1.12E-14,0.00E+00,6.34E-15,-6.47E-15
3.00E-01,1.20E+00,2.80E+00,4.22E-04,-4.22E-04,5.83E-16,3.52E-15,1.13E-31,1.95E-15,0.00E+00,-1.00E-15,-5.66E-15
9.26E-34,9.00E-01,2.00E+00,4.22E-04,-4.22E-04,5.06E-16,1.80E-15,-7.64E-32,3.27E-15,0.00E+00,-7.05E-16,-5.18E-15
-3.00E-01,9.00E-01,1.10E+00,4.23E-04,-4.23E-04,3.10E-16,-2.61E-15,4.51E-32,8.33E-15,0.00E+00,6.43E-15,-5.64E-15
3.00E-01,1.20E+00,2.90E+00,4.24E-04,-4.24E-04,5.82E-16,3.70E-15,1.32E-31,1.81E-15,0.00E+00,-1.06E-15,-5.70E-15
3.00E-01,1.20E+00,3.00E+00,4.25E-04,-4.25E-04,5.81E-16,3.87E-15,1.48E-31,1.69E-15,0.00E+00,-1.16E-15,-5.75E-15
3.00E-01,1.20E+00,3.10E+00,4.25E-04,-4.25E-04,5.79E-16,4.03E-15,1.95E-31,1.59E-15,0.00E+00,-1.18E-15,-5.80E-15
3.00E-01,1.20E+00,3.20E+00,4.26E-04,-4.26E-04,5.78E-16,4.18E-15,1.27E-31,1.49E-15,0.00E+00,-1.20E-15,-5.85E-15
9.26E-34,9.00E-01,2.10E+00,4.26E-04,-4.26E-04,5.05E-16,2.15E-15,3.50E-32,2.95E-15,0.00E+00,-6.89E-16,-5.21E-15
3.00E-01,1.20E+00,3.30E+00,4.27E-04,-4.27E-04,5.77E-16,4.31E-15,5.15E-32,1.41E-15,0.00E+00,-1.19E-15,-5.90E-15
-3.00E-01,6.00E-01,1.50E+00,4.27E-04,-4.27E-04,3.78E-16,6.85E-16,5.68E-37,4.14E-15,0.00E+00,6.17E-15,-4.81E-15
3.00E-01,1.20E+00,3.40E+00,4.28E-04,-4.28E-04,5.76E-16,4.44E-15,4.47E-32,1.33E-15,0.00E+00,-1.23E-15,-5.95E-15
3.00E-01,1.20E+00,3.50E+00,4.28E-04,-4.28E-04,5.75E-16,4.56E-15,9.50E-32,1.27E-15,0.00E+00,-1.23E-15,-6.00E-15
3.00E-01,1.20E+00,3.60E+00,4.29E-04,-4.29E-04,5.74E-16,4.67E-15,-4.18E-32,1.20E-15,0.00E+00,-1.25E-15,-6.05E-15
9.26E-34,9.00E-01,2.20E+00,4.29E-04,-4.29E-04,5.05E-16,2.48E-15,6.44E-33,2.66E-15,0.00E+00,-7.13E-16,-5.25E-15
3.00E-01,1.20E+00,3.70E+00,4.30E-04,-4.30E-04,5.73E-16,4.78E-15,1.72E-31,1.15E-15,0.00E+00,-3.39E-12,-6.10E-15
3.00E-01,1.20E+00,3.80E+00,4.30E-04,-4.30E-04,5.72E-16,4.88E-15,1.13E-31,1.09E-15,0.00E+00,-3.42E-12,-6.15E-15
-3.00E-01,8.00E-01,1.20E+00,4.30E-04,-4.30E-04,3.33E-16,-1.74E-15,1.75E-31,7.17E-15,0.00E+00,6.27E-15,-5.38E-15
-3.00E-01,1.00E+00,1.10E+00,4.31E-04,-4.31E-04,2.87E-16,-3.24E-15,-8.37E-32,9.29E-15,0.00E+00,6.28E-15,-5.94E-15
3.00E-01,1.20E+00,3.90E+00,4.31E-04,-4.31E-04,5.71E-16,4.98E-15,-1.39E-31,1.04E-15,0.00E+00,-1.31E-15,-6.20E-15
3.00E-01,1.20E+00,4.00E+00,4.31E-04,-4.31E-04,5.71E-16,5.08E-15,-2.58E-32,9.96E-16,0.00E+00,-1.10E-12,-6.25E-15
-3.00E-01,7.00E-01,1.30E+00,4.31E-04,-4.31E-04,3.56E-16,-7.68E-16,-2.61E-31,5.90E-15,0.00E+00,6.27E-15,-5.10E-15
9.26E-34,9.00E-01,2.30E+00,4.31E-04,-4.31E-04,5.04E-16,2.78E-15,-5.47E-32,2.41E-15,0.00E+00,-7.87E-16,-5.30E-15
3.00E-01,1.20E+00,4.10E+00,4.32E-04,-4.32E-04,5.70E-16,5.17E-15,2.03E-31,9.52E-16,0.00E+00,-1.35E-15,-6.29E-15
3.00E-01,1.20E+00,4.20E+00,4.32E-04,-4.32E-04,5.69E-16,5.26E-15,1.35E-31,9.09E-16,0.00E+00,-1.39E-15,-6.34E-15
2.46E-35,1.20E+00,1.50E+00,4.33E-04,-4.33E-04,4.41E-16,-2.12E-15,-4.96E-31,8.12E-15,0.00E+00,-5.45E-16,-6.05E-15
3.00E-01,1.20E+00,4.30E+00,4.33E-04,-4.33E-04,5.68E-16,5.35E-15,5.79E-32,8.69E-16,0.00E+00,-1.40E-15,-6.38E-15
3.00E-01,1.20E+00,4.40E+00,4.33E-04,-4.33E-04,5.67E-16,5.44E-15,-2.32E-31,8.30E-16,0.00E+00,-1.43E-15,-6.42E-15
9.26E-34,9.00E-01,2.40E+00,4.33E-04,-4.33E-04,5.04E-16,3.03E-15,-1.80E-31,2.20E-15,0.00E+00,-9.03E-16,-5.35E-15
4.99E-33,1.00E+00,1.70E+00,4.34E-04,-4.34E-04,4.85E-16,-1.77E-16,2.32E-31,5.55E-15,0.00E+00,8.30E-15,-5.47E-15
3.00E-01,1.20E+00,4.50E+00,4.34E-04,-4.34E-04,5.66E-16,5.53E-15,1.19E-31,7.93E-16,0.00E+00,-1.53E-15,-6.47E-15
3.00E-01,1.20E+00,4.60E+00,4.34E-04,-4.34E-04,5.65E-16,5.61E-15,-2.45E-31,7.57E-16,0.00E+00,-1.37E-15,-6.51E-15
-3.00E-01,6.00E-01,1.60E+00,4.34E-04,-4.34E-04,3.78E-16,1.00E-15,2.25E-32,3.85E-15,0.00E+00,6.14E-15,-4.83E-15
9.26E-34,9.00E-01,2.50E+00,4.34E-04,-4.34E-04,5.03E-16,3.26E-15,-2.25E-31,2.03E-15,0.00E+00,-8.29E-16,-5.40E-15
3.00E-01,1.20E+00,4.70E+00,4.35E-04,-4.35E-04,5.64E-16,5.70E-15,1.22E-31,7.22E-16,0.00E+00,-1.59E-15,-6.54E-15
3.00E-01,1.20E+00,4.80E+00,4.35E-04,-4.35E-04,5.63E-16,5.78E-15,5.15E-32,6.88E-16,0.00E+00,-1.61E-15,-6.58E-15
-4.17E-33,9.00E-01,2.60E+00,4.35E-04,-4.35E-04,5.03E-16,3.46E-15,-1.77E-31,1.88E-15,0.00E+00,-9.42E-16,-5.45E-15
3.00E-01,1.20E+00,4.90E+00,4.36E-04,-4.36E-04,5.62E-16,5.86E-15,2.77E-31,6.54E-16,0.00E+00,-1.63E-15,-6.61E-15
3.00E-01,1.20E+00,5.00E+00,4.36E-04,-4.36E-04,5.61E-16,5.94E-15,4.75E-32,6.22E-16,0.00E+00,-1.69E-15,-6.65E-15
9.26E-34,9.00E-01,2.70E+00,4.36E-04,-4.36E-04,5.02E-16,3.63E-15,8.05E-32,1.76E-15,0.00E+00,-9.23E-16,-5.50E-15
-3.00E-01,1.10E+00,1.10E+00,4.37E-04,-4.37E-04,2.64E-16,-3.86E-15,2.45E-31,1.02E-14,0.00E+00,6.44E-15,-6.23E-15
3.00E-01,1.20E+00,5.10E+00,4.37E-04,-4.37E-04,5.60E-16,6.02E-15,2.14E-31,5.91E-16,0.00E+00,-1.64E-15,-6.68E-15
3.00E-01,1.20E+00,5.20E+00,4.37E-04,-4.37E-04,5.60E-16,6.10E-15,1.21E-31,5.60E-16,0.00E+00,-1.78E-15,-6.71E-15
9.26E-34,9.00E-01,2.80E+00,4.37E-04,-4.37E-04,5.02E-16,3.80E-15,-5.79E-32,1.65E-15,0.00E+00,-9.33E-16,-5.56E-15
-2.90E-33,9.00E-01,2.90E+00,4.37E-04,-4.37E-04,5.01E-16,3.95E-15,1.03E-31,1.55E-15,0.00E+00,-1.06E-15,-5.61E-15
-6.24E-34,1.10E+00,1.60E+00,4.38E-04,-4.38E-04,4.63E-16,-1.21E-15,5.15E-32,6.91E-15,0.00E+00,1.57E-15,-5.77E-15
3.00E-01,1.20E+00,5.30E+00,4.38E-04,-4.38E-04,5.59E-16,6.17E-15,3.22E-32,5.29E-16,0.00E+00,-1.98E-14,-6.74E-15
3.00E-01,1.20E+00,5.40E+00,4.38E-04,-4.38E-04,5.58E-16,6.25E-15,4.76E-31,5.00E-16,0.00E+00,-4.12E-13,-6.78E-15
2.52E-33,9.00E-01,3.00E+00,4.38E-04,-4.38E-04,5.01E-16,4.09E-15,9.66E-33,1.46E-15,0.00E+00,-1.07E-15,-5.66E-15
-2.42E-33,9.00E-01,3.10E+00,4.38E-04,-4.38E-04,5.01E-16,4.22E-15,6.62E-32,1.38E-15,0.00E+00,-1.08E-15,-5.71E-15
3.00E-01,1.20E+00,5.50E+00,4.39E-04,-4.39E-04,5.57E-16,6.32E-15,8.21E-32,4.71E-16,0.00E+00,-4.23E-13,-6.81E-15
3.00E-01,1.20E+00,5.60E+00,4.39E-04,-4.39E-04,5.56E-16,6.40E-15,3.22E-32,4.42E-16,0.00E+00,-3.16E-13,-6.84E-15
3.00E-01,1.20E+00,5.70E+00,4.39E-04,-4.39E-04,5.55E-16,6.47E-15,2.62E-31,4.14E-16,0.00E+00,-2.25E-13,-6.87E-15
2.89E-34,9.00E-01,3.20E+00,4.39E-04,-4.39E-04,5.00E-16,4.35E-15,5.47E-32,1.31E-15,0.00E+00,-1.14E-15,-5.76E-15
3.00E-01,1.20E+00,5.80E+00,4.40E-04,-4.40E-04,5.54E-16,6.54E-15,-9.33E-32,3.86E-16,0.00E+00,-2.92E-14,-6.90E-15
3.00E-01,1.20E+00,5.90E+00,4.40E-04,-4.40E-04,5.53E-16,6.61E-15,-3.22E-32,3.59E-16,0.00E+00,-3.08E-13,-6.93E-15
-3.49E-34,9.00E-01,3.30E+00,4.40E-04,-4.40E-04,5.00E-16,4.46E-15,1.09E-31,1.24E-15,0.00E+00,-1.17E-15,-5.82E-15
3.26E-31,9.00E-01,3.40E+00,4.40E-04,-4.40E-04,4.99E-16,4.58E-15,-1.16E-31,1.18E-15,0.00E+00,-3.62E-12,-5.87E-15
3.00E-01,1.20E+00,6.00E+00,4.41E-04,-4.41E-04,5.52E-16,6.68E-15,1.30E-31,3.32E-16,0.00E+00,-1.97E-15,-6.96E-15
3.00E-01,1.20E+00,6.10E+00,4.41E-04,-4.41E-04,5.52E-16,6.75E-15,4.83E-32,3.06E-16,0.00E+00,-2.53E-13,-6.99E-15
-3.00E-01,6.00E-01,1.70E+00,4.41E-04,-4.41E-04,3.78E-16,1.33E-15,1.29E-32,3.55E-15,0.00E+00,6.04E-15,-4.87E-15
2.89E-34,9.00E-01,3.50E+00,4.41E-04,-4.41E-04,4.99E-16,4.68E-15,-7.52E-32,1.13E-15,0.00E+00,-7.84E-15,-5.92E-15
4.11E-32,9.00E-01,3.60E+00,4.41E-04,-4.41E-04,4.98E-16,4.79E-15,-9.66E-32,1.08E-15,0.00E+00,-1.46E-15,-5.97E-15
2.88E-34,9.00E-01,3.70E+00,4.41E-04,-4.41E-04,4.98E-16,4.89E-15,9.90E-32,1.03E-15,0.00E+00,-1.25E-15,-6.02E-15
-3.00E-01,9.00E-01,1.20E+00,4.41E-04,-4.41E-04,3.10E-16,-2.42E-15,1.35E-31,8.18E-15,0.00E+00,6.26E-15,-5.68E-15
-3.00E-01,1.20E+00,1.10E+00,4.42E-04,-4.42E-04,2.41E-16,-4.46E-15,-4.83E-33,1.11E-14,0.00E+00,6.28E-15,-6.51E-15
3.00E-01,1.20E+00,6.20E+00,4.42E-04,-4.42E-04,5.51E-16,6.82E-15,3.22E-32,2.80E-16,0.00E+00,-1.91E-15,-7.02E-15
3.00E-01,1.20E+00,6.30E+00,4.42E-04,-4.42E-04,5.50E-16,6.89E-15,1.16E-31,2.54E-16,0.00E+00,-1.41E-13,-7.05E-15
3.00E-01,1.20E+00,6.40E+00,4.42E-04,-4.42E-04,5.49E-16,6.95E-15,-5.55E-32,2.29E-16,0.00E+00,-2.00E-13,-7.08E-15
3.27E-31,9.00E-01,3.80E+00,4.42E-04,-4.42E-04,4.98E-16,4.98E-15,-6.12E-32,9.83E-16,0.00E+00,-4.32E-12,-6.07E-15
2.88E-34,9.00E-01,3.90E+00,4.42E-04,-4.42E-04,4.97E-16,5.08E-15,2.41E-33,9.39E-16,0.00E+00,-1.77E-15,-6.11E-15
3.00E-01,1.20E+00,6.50E+00,4.43E-04,-4.43E-04,5.48E-16,7.02E-15,3.06E-31,2.03E-16,0.00E+00,-2.01E-15,-7.11E-15
3.00E-01,1.20E+00,6.60E+00,4.43E-04,-4.43E-04,5.47E-16,7.08E-15,-5.96E-32,1.78E-16,0.00E+00,-2.47E-13,-7.14E-15
