#"source OuterVoltage","source TotalCurrent","source Charge","drain OuterVoltage","drain TotalCurrent","drain Charge","gate OuterVoltage","gate TotalCurrent","gate Charge","substrate OuterVoltage","substrate TotalCurrent","substrate Charge"
-3.00000000000000E-01,-3.00531940913470E-04,2.64983183333449E-16,4.90000000000000E-01,3.00531940906901E-04,-4.94321629701227E-15,1.10000000000000E+00,-1.96353207765623E-31,1.10214607108307E-14,0.00000000000000E+00,6.57013551430624E-15,-5.95343155076878E-15
-3.00000000000000E-01,-3.03206281021968E-04,2.64966588620348E-16,5.00000000000000E-01,3.03206281015358E-04,-4.92443954475823E-15,1.10000000000000E+00,4.50701899687782E-32,1.10072874790394E-14,0.00000000000000E+00,6.60946922120158E-15,-5.95798581475877E-15
-3.00000000000000E-01,-3.05861557827082E-04,2.64950011544312E-16,5.10000000000000E-01,3.05861557820459E-04,-4.90570691343078E-15,1.10000000000000E+00,4.50656830413423E-32,1.09931583069708E-14,0.00000000000000E+00,6.62490226252335E-15,-5.96254002055669E-15
-3.00000000000000E-01,-3.08498046440577E-04,2.64933451685037E-16,5.20000000000000E-01,3.08498046433951E-04,-4.88701772376348E-15,1.10000000000000E+00,5.15080095257559E-32,1.09790724617404E-14,0.00000000000000E+00,6.62470384861469E-15,-5.96709411813297E-15
-3.00000000000000E-01,-3.11116014158090E-04,2.64916908639557E-16,5.30000000000000E-01,3.11116014151407E-04,-4.86837131749282E-15,1.10000000000000E+00,5.15032861832356E-32,1.09650292342844E-14,0.00000000000000E+00,6.68427445288045E-15,-5.97164805979990E-15
-3.00000000000000E-01,-3.13715720523126E-04,2.64900382022566E-16,5.40000000000000E-01,3.13715720516455E-04,-4.84976705691577E-15,1.10000000000000E+00,2.83270029213230E-31,1.09510279389496E-14,0.00000000000000E+00,6.67220362562570E-15,-5.97620180028410E-15
-3.00000000000000E-01,-3.16297416055366E-04,2.64883871476991E-16,5.50000000000000E-01,3.16297416048677E-04,-4.83120434247078E-15,1.10000000000000E+00,-1.67383221909498E-31,1.09370679235340E-14,0.00000000000000E+00,6.68776433326126E-15,-5.98075528904720E-15
-3.00000000000000E-01,-3.18861348584883E-04,2.64867376634406E-16,5.60000000000000E-01,3.18861348578438E-04,-4.81268256773875E-15,1.10000000000000E+00,2.57568449895540E-32,1.09231485348645E-14,0.00000000000000E+00,6.44687538598604E-15,-5.98530848127463E-15
-3.00000000000000E-01,-3.21407761471579E-04,2.64850897126946E-16,5.70000000000000E-01,3.21407761464929E-04,-4.79420113161227E-15,1.10000000000000E+00,-1.54507592630117E-31,1.09092691277088E-14,0.00000000000000E+00,6.65237195444557E-15,-5.98986133456950E-15
-3.00000000000000E-01,-3.23936890597405E-04,2.64834432607434E-16,5.80000000000000E-01,3.23936890590786E-04,-4.77575946283016E-15,1.10000000000000E+00,3.21897956765590E-31,1.08954290818732E-14,0.00000000000000E+00,6.61677072748134E-15,-5.99441380135387E-15
-3.00000000000000E-01,-3.26448967097615E-04,2.64817982733495E-16,5.90000000000000E-01,3.26448967091098E-04,-4.75735700302747E-15,1.10000000000000E+00,1.54508905990965E-31,1.08816277880583E-14,0.00000000000000E+00,6.51735525545779E-15,-5.99896583184114E-15
-3.00000000000000E-01,-3.28944217851810E-04,2.64801547164851E-16,6.00000000000000E-01,3.28944217845052E-04,-4.73899320512497E-15,1.10000000000000E+00,5.45758899383338E-36,1.08678646455247E-14,0.00000000000000E+00,6.75800813718589E-15,-6.00351737335018E-15
-3.00000000000000E-01,-3.31422865400713E-04,2.64785125564089E-16,6.10000000000000E-01,3.31422865394143E-04,-4.72066753202449E-15,1.10000000000000E+00,-5.79398802357490E-32,1.08541390610830E-14,0.00000000000000E+00,6.57212187460029E-15,-6.00806837064791E-15
-3.00000000000000E-01,-3.33885129837594E-04,2.64768717586568E-16,6.20000000000000E-01,3.33885129830908E-04,-4.70237945429754E-15,1.10000000000000E+00,3.73400724345964E-31,1.08404504436157E-14,0.00000000000000E+00,6.68906103635069E-15,-6.01261876278643E-15
-3.00000000000000E-01,-3.36331228118389E-04,2.64752322884434E-16,6.30000000000000E-01,3.36331228111838E-04,-4.68412844937060E-15,1.10000000000000E+00,6.20015361710879E-37,1.08267982045664E-14,0.00000000000000E+00,6.55249266132655E-15,-6.01716848442959E-15
-3.00000000000000E-01,-3.38761374458653E-04,2.64735941104395E-16,6.40000000000000E-01,3.38761374452102E-04,-4.66591399988184E-15,1.10000000000000E+00,-2.57508061248893E-31,1.08131817558942E-14,0.00000000000000E+00,6.55213859264500E-15,-6.02171746546762E-15
-3.00000000000000E-01,-3.41175779368450E-04,2.64719571894708E-16,6.50000000000000E-01,3.41175779361915E-04,-4.64773559953544E-15,1.10000000000000E+00,-9.01290832095553E-32,1.07996005165317E-14,0.00000000000000E+00,6.53699261387670E-15,-6.02626563160879E-15
-3.00000000000000E-01,-3.43574653794589E-04,2.64703214878447E-16,6.60000000000000E-01,3.43574653787949E-04,-4.62959273317791E-15,1.10000000000000E+00,5.27908697372347E-31,1.07860538886171E-14,0.00000000000000E+00,6.63908592350407E-15,-6.03081290056776E-15
-3.00000000000000E-01,-3.45958206560078E-04,2.64686869670406E-16,6.70000000000000E-01,3.45958206553362E-04,-4.61148488875622E-15,1.10000000000000E+00,9.01298055951193E-32,1.07725412719113E-14,0.00000000000000E+00,6.71576400722719E-15,-6.03535918450581E-15
-3.00000000000000E-01,-3.48326643444203E-04,2.64670535882284E-16,6.80000000000000E-01,3.48326643437537E-04,-4.59341155721669E-15,1.10000000000000E+00,7.72547001421723E-31,1.07590620657065E-14,0.00000000000000E+00,6.67103263198547E-15,-6.03990439204974E-15
-3.00000000000000E-01,-3.50680170857529E-04,2.64654213102084E-16,6.90000000000000E-01,3.50680170850903E-04,-4.57537223035606E-15,1.10000000000000E+00,1.02305571721814E-36,1.07456156596690E-14,0.00000000000000E+00,6.62497086321721E-15,-6.04444842125172E-15
-3.00000000000000E-01,-3.53018993263892E-04,2.64637900907981E-16,7.00000000000000E-01,3.53018993257341E-04,-4.55736639869172E-15,1.10000000000000E+00,-1.93130084018523E-31,1.07322014375477E-14,0.00000000000000E+00,6.55277146829524E-15,-6.04899116546527E-15
-3.00000000000000E-01,-3.55343313911089E-04,2.64621598864727E-16,7.10000000000000E-01,3.55343313904572E-04,-4.53939355140087E-15,1.10000000000000E+00,-7.08153883428859E-32,1.07188187757913E-14,0.00000000000000E+00,6.51894757274383E-15,-6.05353251201191E-15
-3.00000000000000E-01,-3.57653334864766E-04,2.64605306523346E-16,7.20000000000000E-01,3.57653334858185E-04,-4.52145317608725E-15,1.10000000000000E+00,-3.21887065571262E-31,1.07054670434804E-14,0.00000000000000E+00,6.58149720704318E-15,-6.05807234234809E-15
-3.00000000000000E-01,-3.59949257093402E-04,2.64589023420696E-16,7.30000000000000E-01,3.59949257086909E-04,-4.50354475856788E-15,1.10000000000000E+00,5.15036339957182E-32,1.06921456021372E-14,0.00000000000000E+00,6.49213102841197E-15,-6.06261053209351E-15
-3.00000000000000E-01,-3.62231280427830E-04,2.64572749079939E-16,7.40000000000000E-01,3.62231280421270E-04,-4.48566778285288E-15,1.10000000000000E+00,4.89281681365575E-31,1.06788538059994E-14,0.00000000000000E+00,6.56304917699605E-15,-6.06714695132136E-15
-3.00000000000000E-01,-3.64499603494911E-04,2.64556483010932E-16,7.50000000000000E-01,3.64499603488293E-04,-4.46782173124596E-15,1.10000000000000E+00,-1.73820892325141E-31,1.06655910024546E-14,0.00000000000000E+00,6.61899770824549E-15,-6.07168146490122E-15
-3.00000000000000E-01,-3.66754423621828E-04,2.64540224711022E-16,7.60000000000000E-01,3.66754423615362E-04,-4.45000608457327E-15,1.10000000000000E+00,1.80264937071672E-31,1.06523565326610E-14,0.00000000000000E+00,6.47021904093636E-15,-6.07621393289174E-15
-3.00000000000000E-01,-3.68995936716185E-04,2.64523973666294E-16,7.70000000000000E-01,3.68995936709583E-04,-4.43222032253012E-15,1.10000000000000E+00,1.41633037364843E-31,1.06391497323281E-14,0.00000000000000E+00,6.60327327824178E-15,-6.08074421097106E-15
-3.00000000000000E-01,-3.71224337125716E-04,2.64507729351945E-16,7.80000000000000E-01,3.71224337119255E-04,-4.41446392412649E-15,1.10000000000000E+00,-2.06005740886002E-31,1.06259699326350E-14,0.00000000000000E+00,6.46355446388361E-15,-6.08527215092875E-15
-3.00000000000000E-01,-3.73439817481743E-04,2.64491491234119E-16,7.90000000000000E-01,3.73439817475175E-04,-4.39673636822486E-15,1.10000000000000E+00,-5.15015997648971E-32,1.06128164612694E-14,0.00000000000000E+00,6.56943158787647E-15,-6.08979760115787E-15
-3.00000000000000E-01,-3.75642568530221E-04,2.64475258771024E-16,8.00000000000000E-01,3.75642568523766E-04,-4.37903713415127E-15,1.10000000000000E+00,-4.24892541448350E-31,1.05996886435619E-14,0.00000000000000E+00,6.45601819126646E-15,-6.09432040718856E-15
-3.00000000000000E-01,-3.77832778867189E-04,2.64459031414872E-16,8.10000000000000E-01,3.77832778860583E-04,-4.36136570239249E-15,1.10000000000000E+00,1.28762198755123E-32,1.05865858039302E-14,0.00000000000000E+00,6.60825948661977E-15,-6.09884041243799E-15
-3.00000000000000E-01,-3.80010634991009E-04,2.64442808612003E-16,8.20000000000001E-01,3.80010634984623E-04,-4.34372155524440E-15,1.10000000000000E+00,-4.12016812083094E-31,1.05735072665214E-14,0.00000000000000E+00,6.39015948484615E-15,-6.10335745821124E-15
-3.00000000000000E-01,-3.82176320931133E-04,2.64426589805334E-16,8.30000000000001E-01,3.82176320924646E-04,-4.32610417760838E-15,1.10000000000000E+00,1.15882055171990E-31,1.05604523570026E-14,0.00000000000000E+00,6.48763104246698E-15,-6.10787138469935E-15
-3.00000000000000E-01,-3.84330018082669E-04,2.64410374436621E-16,8.40000000000001E-01,3.84330018076246E-04,-4.30851305776099E-15,1.10000000000000E+00,4.44216305169470E-31,1.05474204038349E-14,0.00000000000000E+00,6.42582228990568E-15,-6.11238203148746E-15
-3.00000000000000E-01,-3.86471905052758E-04,2.64394161946699E-16,8.50000000000000E-01,3.86471905046327E-04,-4.29094768811558E-15,1.10000000000000E+00,5.15036304956152E-32,1.05344107395209E-14,0.00000000000000E+00,6.43350501433503E-15,-6.11688923805208E-15
-3.00000000000000E-01,-3.88602156956777E-04,2.64377951780526E-16,8.60000000000001E-01,3.88602156950310E-04,-4.27340756570827E-15,1.10000000000000E+00,2.31767495598317E-31,1.05214227028919E-14,0.00000000000000E+00,6.46936004935029E-15,-6.12139284557455E-15
-3.00000000000000E-01,-3.90720946712761E-04,2.64361743381188E-16,8.70000000000000E-01,3.90720946706217E-04,-4.25589219373692E-15,1.10000000000000E+00,-3.86269541262872E-32,1.05084556376767E-14,0.00000000000000E+00,6.54831879568487E-15,-6.12589269394221E-15
-3.00000000000000E-01,-3.92828443700286E-04,2.64345536197069E-16,8.80000000000001E-01,3.92828443693958E-04,-4.23840108161017E-15,1.10000000000000E+00,7.08214982774157E-32,1.04955088958738E-14,0.00000000000000E+00,6.32810328577661E-15,-6.13038862511142E-15
-3.00000000000000E-01,-3.94924813766299E-04,2.64329329683623E-16,8.90000000000000E-01,3.94924813759783E-04,-4.22093374573119E-15,1.10000000000000E+00,2.57519485390951E-32,1.04825818386576E-14,0.00000000000000E+00,6.51543090852747E-15,-6.13488048321086E-15
-3.00000000000000E-01,-3.97010219230147E-04,2.64313123301689E-16,9.00000000000001E-01,3.97010219223767E-04,-4.20348971021194E-15,1.10000000000000E+00,-4.37768175808176E-31,1.04696738372214E-14,0.00000000000000E+00,6.38139575485716E-15,-6.13936811471738E-15
-3.00000000000000E-01,-3.99084818775997E-04,2.64296916521831E-16,9.10000000000000E-01,3.99084818769454E-04,-4.18606850747200E-15,1.10000000000000E+00,6.43789729138660E-32,1.04567842737781E-14,0.00000000000000E+00,6.54479467731791E-15,-6.14385136880030E-15
-3.00000000000000E-01,-4.01148767358491E-04,2.64280708823587E-16,9.20000000000001E-01,4.01148767352097E-04,-4.16866967879146E-15,1.10000000000000E+00,-2.70384165594337E-31,1.04439125424868E-14,0.00000000000000E+00,6.39452497253838E-15,-6.14833009773848E-15
-3.00000000000000E-01,-4.03202216126200E-04,2.64264499697015E-16,9.30000000000000E-01,4.03202216119757E-04,-4.15129277483470E-15,1.10000000000000E+00,2.06011825028960E-31,1.04310580503174E-14,0.00000000000000E+00,6.44375679719629E-15,-6.15280415725285E-15
-3.00000000000000E-01,-4.05245312197770E-04,2.64248288644793E-16,9.40000000000001E-01,4.05245312191306E-04,-4.13393735688273E-15,1.10000000000000E+00,4.63530074777781E-31,1.04182202189065E-14,0.00000000000000E+00,6.46242562477687E-15,-6.15727340713707E-15
-3.00000000000000E-01,-4.07278199153198E-04,2.64232075179486E-16,9.50000000000001E-01,4.07278199146776E-04,-4.11660299454137E-15,1.10000000000000E+00,-1.25536947075790E-31,1.04053984815021E-14,0.00000000000000E+00,6.42369516328490E-15,-6.16173771048701E-15
-3.00000000000000E-01,-4.09301016434161E-04,2.64215858828059E-16,9.60000000000001E-01,4.09301016427784E-04,-4.09928926890705E-15,1.10000000000000E+00,-2.57463531555384E-32,1.03925922874766E-14,0.00000000000000E+00,6.37920911711088E-15,-6.16619693505983E-15
-3.00000000000000E-01,-4.11313899541626E-04,2.64199639131297E-16,9.70000000000001E-01,4.11313899535079E-04,-4.08199577177607E-15,1.10000000000000E+00,5.15036654744990E-32,1.03798011013365E-14,0.00000000000000E+00,6.54740419101396E-15,-6.17065095307148E-15
-3.00000000000000E-01,-4.13316980027491E-04,2.64183415644415E-16,9.80000000000001E-01,4.13316980021109E-04,-4.06472210588778E-15,1.10000000000000E+00,-4.89271208417399E-31,1.03670244031665E-14,0.00000000000000E+00,6.38316158587893E-15,-6.17509964139622E-15
-3.00000000000000E-01,-4.15310385507988E-04,2.64167187937450E-16,9.90000000000001E-01,4.15310385501505E-04,-4.04746788507468E-15,1.10000000000000E+00,4.50658259880517E-32,1.03542616889304E-14,0.00000000000000E+00,6.48431549698153E-15,-6.17954288172248E-15
-3.00000000000000E-01,-4.17294239689659E-04,2.64150955595678E-16,1.00000000000000E+00,4.17294239683322E-04,-4.03023273435661E-15,1.10000000000000E+00,4.24902616795664E-31,1.03415124706919E-14,0.00000000000000E+00,6.33630897568266E-15,-6.18398056067889E-15
-3.00000000000000E-01,-4.17294239689655E-04,2.64150955595678E-16,1.00000000000000E+00,4.17294239683382E-04,-4.03023273435667E-15,1.10000000000000E+00,2.57519618935919E-32,1.03415124706919E-14,0.00000000000000E+00,6.27592536850383E-15,-6.18398056067889E-15
-3.00000000000000E-01,-4.36631983434319E-04,2.63988297311835E-16,1.10000000000000E+00,4.36631983427879E-04,-3.85885553757090E-15,1.10000000000000E+00,2.44638939026875E-31,1.02146668224471E-14,0.00000000000000E+00,6.44062058376636E-15,-6.22803020190363E-15
-3.00000000000000E-01,-4.55124139419383E-04,2.63824835044173E-16,1.20000000000000E+00,4.55124139412997E-04,-3.68905240998221E-15,1.10000000000000E+00,-1.15880612710135E-31,1.00887514610066E-14,0.00000000000000E+00,6.38969607565832E-15,-6.27143706894911E-15
-3.00000000000000E-01,-4.72842117051899E-04,2.63660393426090E-16,1.30000000000000E+00,4.72842117045584E-04,-3.52060695018115E-15,1.10000000000000E+00,-1.93128935609991E-32,9.96351793604774E-15,0.00000000000000E+00,6.31167361951195E-15,-6.31416906415665E-15
-3.00000000000000E-01,-4.89838253716901E-04,2.63494890349976E-16,1.40000000000000E+00,4.89838253710530E-04,-3.35335727748029E-15,1.10000000000000E+00,3.09021075585924E-31,9.83881012299912E-15,0.00000000000000E+00,6.37239562257578E-15,-6.35623199223571E-15
-3.00000000000000E-01,-5.06155200392910E-04,2.63328280211739E-16,1.50000000000000E+00,5.06155200386708E-04,-3.18716048305443E-15,1.10000000000000E+00,3.21897446790231E-31,9.71451261117800E-15,0.00000000000000E+00,6.20426198512630E-15,-6.39765339398591E-15
-3.00000000000000E-01,-5.21832598307683E-04,2.63160504240636E-16,1.60000000000000E+00,5.21832598301352E-04,-3.02186760615411E-15,1.10000000000000E+00,7.72546981271920E-32,9.59050650170800E-15,0.00000000000000E+00,6.33401360019728E-15,-6.43846319185962E-15
-3.00000000000000E-01,-5.36910890829843E-04,2.62991455035185E-16,1.70000000000000E+00,5.36910890823505E-04,-2.85730670737741E-15,1.10000000000000E+00,1.67388598805933E-31,9.46663670369593E-15,0.00000000000000E+00,6.33775595821996E-15,-6.47867772257490E-15
-3.00000000000000E-01,-5.51432136674474E-04,2.62820963814152E-16,1.80000000000000E+00,5.51432136668195E-04,-2.69327999627650E-15,1.10000000000000E+00,7.72553443180101E-32,9.34270120093158E-15,0.00000000000000E+00,6.28129544339525E-15,-6.51829176058439E-15
-3.00000000000000E-01,-5.65438603924063E-04,2.62648810201373E-16,1.90000000000000E+00,5.65438603917862E-04,-2.52957364700799E-15,1.10000000000000E+00,-1.09438804023231E-31,9.21846072837093E-15,0.00000000000000E+00,6.20334811126002E-15,-6.55727836280146E-15
-3.00000000000000E-01,-5.78969888302132E-04,2.62474749920871E-16,2.00000000000000E+00,5.78969888295943E-04,-2.36596897473730E-15,1.10000000000000E+00,5.15030304577455E-32,9.09365536053921E-15,0.00000000000000E+00,6.19040293957425E-15,-6.59559429251876E-15
-3.00000000000000E-01,-5.92061276038608E-04,2.62298536231416E-16,2.10000000000000E+00,5.92061276032590E-04,-2.20225870885889E-15,1.10000000000000E+00,-4.12017087933807E-31,8.96802295936822E-15,0.00000000000000E+00,6.02342414569172E-15,-6.63318211380057E-15
-3.00000000000000E-01,-6.04742625828415E-04,2.62119938780078E-16,2.20000000000000E+00,6.04742625822244E-04,-2.03826086275616E-15,1.10000000000000E+00,1.15882253471671E-31,8.84131228555799E-15,0.00000000000000E+00,6.17220385717904E-15,-6.66996923189772E-15
-3.00000000000000E-01,-6.17038275450608E-04,2.61938752569416E-16,2.30000000000000E+00,6.17038275444513E-04,-1.87383303007236E-15,1.10000000000000E+00,-1.15876350984310E-31,8.71328950093208E-15,0.00000000000000E+00,6.09780896399739E-15,-6.70585979475432E-15
-3.00000000000000E-01,-6.28967602855128E-04,2.61754799719359E-16,2.40000000000000E+00,6.28967602849213E-04,-1.70889050144840E-15,1.10000000000000E+00,6.11599204832515E-32,8.58373982473341E-15,0.00000000000000E+00,5.91539325495250E-15,-6.74071813994395E-15
-3.00000000000000E-01,-6.40545224231774E-04,2.61567933731287E-16,2.50000000000000E+00,6.40545224225824E-04,-1.54341837243077E-15,1.10000000000000E+00,2.25329199321349E-31,8.45246476027060E-15,0.00000000000000E+00,5.94684422305171E-15,-6.77435530327491E-15
-3.00000000000000E-01,-6.51782125066782E-04,2.61378033320134E-16,2.60000000000000E+00,6.51782125060796E-04,-1.37744953780458E-15,1.10000000000000E+00,6.43792809411128E-32,8.31928448612483E-15,0.00000000000000E+00,5.98105555905694E-15,-6.80655854073471E-15
-3.00000000000000E-01,-6.62685924185201E-04,2.61185002906992E-16,2.70000000000000E+00,6.62685924179240E-04,-1.21093513832326E-15,1.10000000000000E+00,-5.79401434068925E-31,8.18403229835791E-15,0.00000000000000E+00,5.93095354054166E-15,-6.83722106640796E-15
-3.00000000000000E-01,-6.73261303726218E-04,2.60988772508995E-16,2.80000000000000E+00,6.73261303720279E-04,-1.04362363020779E-15,1.10000000000000E+00,-2.31761446960119E-31,8.04655441034882E-15,0.00000000000000E+00,5.88097132415799E-15,-6.86645614793134E-15
-3.00000000000000E-01,-6.83510586910603E-04,2.60789293995975E-16,2.90000000000000E+00,6.83510586904702E-04,-8.75087072087298E-16,1.10000000000000E+00,-3.09011291920400E-31,7.90670890512413E-15,0.00000000000000E+00,5.82415387197754E-15,-6.89455717513513E-15
-3.00000000000000E-01,-6.93434330212307E-04,2.60586538843913E-16,3.00000000000000E+00,6.93434330206429E-04,-7.04878282244654E-16,1.10000000000000E+00,-1.93129763199953E-31,7.76436885228244E-15,0.00000000000000E+00,5.87916171462464E-15,-6.92184198775892E-15
-3.00000000000000E-01,-7.03031275146842E-04,2.60380500910398E-16,3.10000000000000E+00,7.03031275141124E-04,-5.32657405609865E-16,1.10000000000000E+00,-2.44633369834834E-31,7.61941814866823E-15,0.00000000000000E+00,5.71993937547688E-15,-6.94852782848134E-15
-3.00000000000000E-01,-7.12298721557653E-04,2.60171195569567E-16,3.20000000000000E+00,7.12298721551898E-04,-3.58190393134703E-16,1.10000000000000E+00,-2.18881470706235E-31,7.47175347037753E-15,0.00000000000000E+00,5.75468374391969E-15,-6.97474278507304E-15
-3.00000000000000E-01,-7.21232645958858E-04,2.59958662460739E-16,3.30000000000000E+00,7.21232645952997E-04,-1.81296581316681E-16,1.10000000000000E+00,-2.96140059865772E-31,7.32128619386192E-15,0.00000000000000E+00,5.81630243668727E-15,-7.00058076478542E-15
-3.00000000000000E-01,-7.29827875619850E-04,2.59742967675050E-16,3.40000000000000E+00,7.29827875613949E-04,-1.81175484937668E-18,1.10000000000000E+00,3.21938365014973E-32,7.16794249108695E-15,0.00000000000000E+00,5.89790329641083E-15,-7.02613043509408E-15
-3.00000000000000E-01,-7.38078486708368E-04,2.59524205928476E-16,3.50000000000000E+00,7.38078486702481E-04,1.80410865031807E-16,1.10000000000000E+00,-1.15880772345968E-31,7.01167293196535E-15,0.00000000000000E+00,5.88953821461338E-15,-7.05148173359401E-15
-3.00000000000000E-01,-7.45977598625502E-04,2.59302509768572E-16,3.60000000000000E+00,7.45977598619608E-04,3.65502356150627E-16,1.10000000000000E+00,7.72587892837278E-32,6.85245046802018E-15,0.00000000000000E+00,5.89483547848601E-15,-7.07672972245458E-15
-3.00000000000000E-01,-7.53517459177219E-04,2.59078057537868E-16,3.70000000000000E+00,7.53517459171377E-04,5.53578399861256E-16,1.10000000000000E+00,1.03005685404535E-31,6.69027017201191E-15,0.00000000000000E+00,5.84373736664497E-15,-7.10197657300633E-15
-3.00000000000000E-01,-7.60690108698596E-04,2.58851071617835E-16,3.80000000000000E+00,7.60690108692738E-04,7.44739042365921E-16,1.10000000000000E+00,-1.73816804142378E-31,6.52515033417200E-15,0.00000000000000E+00,5.85891005372700E-15,-7.12733113704219E-15
-3.00000000000000E-01,-7.67487530501880E-04,2.58621830129505E-16,3.90000000000000E+00,7.67487530495886E-04,9.39071404973366E-16,1.10000000000000E+00,2.57520686499888E-32,6.35713018724668E-15,0.00000000000000E+00,5.99445365724304E-15,-7.15290804031039E-15
-3.00000000000000E-01,-7.73901613453561E-04,2.58390683242945E-16,4.00000000000000E+00,7.73901613447548E-04,1.13666712746674E-15,1.10000000000000E+00,2.57562142803351E-32,6.18625307568709E-15,0.00000000000000E+00,6.01492475098005E-15,-7.17882735032087E-15
-3.00000000000000E-01,-7.79924408311604E-04,2.58158064675662E-16,4.10000000000000E+00,7.79924408305577E-04,1.33764007573450E-15,1.10000000000000E+00,-9.97863474602461E-32,6.01254809200257E-15,0.00000000000000E+00,6.02856055269602E-15,-7.20521271206498E-15
-3.00000000000000E-01,-7.85548625121879E-04,2.57924503910520E-16,4.20000000000000E+00,7.85548625115914E-04,1.54213397414497E-15,1.10000000000000E+00,6.69541033741419E-31,5.83601757560393E-15,0.00000000000000E+00,5.96754197727967E-15,-7.23218439316858E-15
-3.00000000000000E-01,-7.90767510019372E-04,2.57690658059401E-16,4.30000000000000E+00,7.90767510013406E-04,1.75031066572296E-15,1.10000000000000E+00,-2.18885974228919E-31,5.65664555750522E-15,0.00000000000000E+00,5.96651273097654E-15,-7.25985238324969E-15
-3.00000000000000E-01,-7.95574844102958E-04,2.57457342571151E-16,4.40000000000000E+00,7.95574844096905E-04,1.96228789080011E-15,1.10000000000000E+00,4.69967219797390E-31,5.47445624555962E-15,0.00000000000000E+00,6.05318094615302E-15,-7.28830626951755E-15
-3.00000000000000E-01,-7.99965866814708E-04,2.57225553615319E-16,4.50000000000000E+00,7.99965866808436E-04,2.17797167095178E-15,1.10000000000000E+00,1.03005927876614E-31,5.28967496312288E-15,0.00000000000000E+00,6.27443573478290E-15,-7.31759798836908E-15
-3.00000000000000E-01,-8.03937899993942E-04,2.56996475292258E-16,4.60000000000000E+00,8.03937899942632E-04,2.39676821764891E-15,1.10000000000000E+00,2.57337414965731E-32,5.10303098885970E-15,0.00000000000000E+00,5.11513943821469E-14,-7.34774327676288E-15
-3.00000000000000E-01,-8.07491960654198E-04,2.56771442431430E-16,4.70000000000000E+00,8.07491960646355E-04,2.61709840593740E-15,1.10000000000000E+00,-1.41627920653385E-31,4.91627946362737E-15,0.00000000000000E+00,7.84310469895361E-15,-7.37875283980044E-15
-3.00000000000000E-01,-8.10635046862580E-04,2.56551843557227E-16,4.80000000000000E+00,8.10635046857115E-04,2.83577756423113E-15,1.10000000000000E+00,-5.79356183118749E-32,4.73283500965526E-15,0.00000000000000E+00,5.46529896981019E-15,-7.41066190813132E-15
-3.00000000000000E-01,-8.13387552110626E-04,2.56338725380523E-16,4.90000000000000E+00,8.13387552105166E-04,3.04719459518421E-15,1.10000000000000E+00,1.28808734749802E-32,4.55848670516468E-15,0.00000000000000E+00,5.45953268787411E-15,-7.44344396467474E-15
-3.00000000000000E-01,-8.15787814457215E-04,2.56132355964070E-16,5.00000000000000E+00,8.15787814451863E-04,3.24478459655386E-15,1.10000000000000E+00,-2.57467206467635E-32,4.39980111461667E-15,0.00000000000000E+00,5.35363069365720E-15,-7.47686802365737E-15
-3.00000000000000E-01,-8.17890233969793E-04,2.55932055566810E-16,5.10000000000000E+00,8.17890233964398E-04,3.42510437475587E-15,1.10000000000000E+00,5.40784166805547E-31,4.26001370630257E-15,0.00000000000000E+00,5.39737353994990E-15,-7.51036705615221E-15
-3.00000000000000E-01,-8.19760092343898E-04,2.55736111713199E-16,5.20000000000000E+00,8.19760092338581E-04,3.58973969806807E-15,1.10000000000000E+00,2.06015804000056E-31,4.13712750389907E-15,0.00000000000000E+00,5.31821260161497E-15,-7.54292224307801E-15
-3.00000000000000E-01,-8.21444428737689E-04,2.55543259922790E-16,5.30000000000000E+00,8.21444428732389E-04,3.74133478283247E-15,1.10000000000000E+00,-1.28710051869075E-32,4.02785927577562E-15,0.00000000000000E+00,5.30233674493780E-15,-7.57379218889576E-15
-3.00000000000000E-01,-8.22982138216900E-04,2.55352324196516E-16,5.40000000000000E+00,8.22982138211678E-04,3.88233357640093E-15,1.10000000000000E+00,-1.54503798941285E-31,3.92926325293465E-15,0.00000000000000E+00,5.22485397876701E-15,-7.60358053893236E-15
-3.00000000000000E-01,-8.24393129102480E-04,2.55162988875283E-16,5.50000000000000E+00,8.24393129097312E-04,4.01419738973053E-15,1.10000000000000E+00,-2.18882357474302E-31,3.83980799998236E-15,0.00000000000000E+00,5.17039739708092E-15,-7.63304827945177E-15
-3.00000000000000E-01,-8.25705320271364E-04,2.54974246195805E-16,5.60000000000000E+00,8.25705320266225E-04,4.13838327343210E-15,1.10000000000000E+00,-3.86266212840922E-31,3.75780669992536E-15,0.00000000000000E+00,5.14027002838017E-15,-7.66242019502164E-15
-3.00000000000000E-01,-8.26929607341527E-04,2.54785946586037E-16,5.70000000000000E+00,8.26929607336296E-04,4.25588158529078E-15,1.10000000000000E+00,-2.06006389233908E-31,3.68234025104164E-15,0.00000000000000E+00,5.22923822370020E-15,-7.69174466709140E-15
-3.00000000000000E-01,-8.28076886287034E-04,2.54597853396707E-16,5.80000000000000E+00,8.28076886281920E-04,4.36753229776082E-15,1.10000000000000E+00,5.15079223382317E-32,3.61259995252394E-15,0.00000000000000E+00,5.11564787698345E-15,-7.72100998334023E-15
-3.00000000000000E-01,-8.29158074415451E-04,2.54409614412564E-16,5.90000000000000E+00,8.29158074410360E-04,4.47400705549505E-15,1.10000000000000E+00,5.92286890663787E-31,3.54779708593502E-15,0.00000000000000E+00,5.09272693035443E-15,-7.75021889198194E-15
