Vs,Vg,Vd,Is,Ig,Id,Ib,Qs,Qg,Qd,Qb,y
0.6,1.4,0.346153846,8.2322E-05,-3.33158E-31,-8.2322E-05,-4.21581E-16,7.97407E-16,8.27589E-15,-3.14779E-15,-5.53738E-15,0
0.5,1.45,0.269230769,8.22222E-05,1.8026E-31,-8.22222E-05,-3.52546E-16,7.31788E-16,9.33773E-15,-3.85838E-15,-5.82285E-15,0
0.4,1.05,0.115384615,8.2185E-05,-4.12018E-31,-8.2185E-05,-4.16993E-16,7.73469E-16,7.29238E-15,-2.77539E-15,-4.90264E-15,0
0.7,1.4,0.423076923,8.19243E-05,9.01321E-32,-8.19243E-05,-4.61086E-16,8.4758E-16,7.63596E-15,-2.69725E-15,-5.39827E-15,0
0.6,1.25,0.31,0.0000817,1.55E-31,-0.0000817,-3.95E-16,8.36E-16,7.33E-15,-2.62E-15,-5.16E-15,0
0.4,0.95,0.076923077,8.15194E-05,7.21033E-31,-8.15194E-05,-7.11651E-16,8.00183E-16,6.78327E-15,-2.51533E-15,-4.68042E-15,0
0.2,1.5,-2.64262E-34,8.14464E-05,9.65685E-32,-8.14464E-05,-1.1325E-16,5.48078E-16,1.20151E-14,-5.74883E-15,-6.42579E-15,0
0.2,1.5,1.1E-34,0.0000814,-1.03E-31,-0.0000814,-1.39E-16,5.48E-16,1.2E-14,-5.75E-15,-6.43E-15,0
0.4,1.2,0.153846154,8.1137E-05,-2.18891E-31,-8.1137E-05,-3.24389E-16,7.35611E-16,8.24023E-15,-3.30283E-15,-5.285E-15,0
0.5,1.2,0.230769231,8.09956E-05,1.48071E-31,-8.09956E-05,-3.72664E-16,7.93326E-16,7.59633E-15,-2.84525E-15,-5.15646E-15,0
0.6,1.15,0.269230769,8.07711E-05,1.80255E-31,-8.07711E-05,-6.89001E-16,8.63943E-16,6.84647E-15,-2.37204E-15,-4.95054E-15,0
0.3,1.25,0.076923077,8.06391E-05,-2.57507E-31,-8.06391E-05,-2.38331E-16,6.64562E-16,9.30748E-15,-4.02183E-15,-5.56207E-15,0
0.2,1.45,-2.65519E-34,8.05173E-05,-2.44641E-31,-8.05173E-05,-1.00366E-16,5.59072E-16,1.16138E-14,-5.5034E-15,-6.28102E-15,0
0.2,1.45,-4.83E-34,0.0000805,1.29E-31,-0.0000805,-1.28E-16,5.59E-16,1.16E-14,-5.5E-15,-6.28E-15,0
0.3,1,0.038461538,8.04857E-05,6.58851E-37,-8.04857E-05,-4.13769E-16,7.25319E-16,7.55186E-15,-3.00231E-15,-4.88709E-15,0
0.5,1.4,0.269230769,8.02526E-05,-1.67383E-31,-8.02526E-05,-3.45373E-16,7.43694E-16,8.95325E-15,-3.62408E-15,-5.68464E-15,0
0.5,0.85,0.038461538,7.98984E-05,-1.28757E-31,-7.98984E-05,-4.20333E-16,8.94575E-16,6.25748E-15,-2.26642E-15,-4.49799E-15,0
0.5,0.9,0.076923077,7.98224E-05,2.06012E-31,-7.98224E-05,-1.36857E-15,8.78473E-16,6.36372E-15,-2.2843E-15,-4.57023E-15,0
0.5,0.8,-3.42757E-34,7.98205E-05,6.1803E-31,-7.98205E-05,-1.20025E-16,9.11043E-16,6.15403E-15,-2.2507E-15,-4.42681E-15,0
0.5,0.8,-7.73E-34,0.0000798,-1.55E-31,-0.0000798,-1.72E-16,9.11E-16,6.15E-15,-2.25E-15,-4.43E-15,0
0.2,1.4,-2.68008E-34,7.95189E-05,-2.57508E-31,-7.95189E-05,-1.35751E-16,5.7016E-16,1.12136E-14,-5.2587E-15,-6.1367E-15,0
0.2,1.4,7.84E-34,0.0000795,-5.02E-31,-0.0000795,-1.32E-16,5.7E-16,1.12E-14,-5.26E-15,-6.14E-15,0
0.5,0.95,0.115384615,7.9465E-05,-1.00431E-30,-7.9465E-05,-1.22346E-15,8.62826E-16,6.4749E-15,-2.30533E-15,-4.64469E-15,0
0.6,1.35,0.346153846,7.9264E-05,-1.80261E-31,-7.9264E-05,-3.73991E-16,8.0991E-16,7.9091E-15,-2.92474E-15,-5.40622E-15,0
0.4,1.5,0.192307692,7.91755E-05,1.9313E-31,-7.91755E-05,-2.74601E-16,6.6458E-16,1.04439E-14,-4.6003E-15,-6.1197E-15,0
0.3,1.2,0.076923077,7.87827E-05,-1.86701E-31,-7.87827E-05,-2.88002E-16,6.7637E-16,8.92138E-15,-3.78657E-15,-5.42311E-15,0
0.5,1,0.153846154,7.84631E-05,-3.86264E-32,-7.84631E-05,-8.56848E-16,8.47722E-16,6.59678E-15,-2.33264E-15,-4.72413E-15,0
0.2,1.35,-2.69256E-34,7.8443E-05,7.72588E-32,-7.8443E-05,-1.28391E-16,5.81349E-16,1.08147E-14,-5.01487E-15,-5.99288E-15,0
0.7,1.1,0.269230769,7.84359E-05,-1.03011E-31,-7.84359E-05,-7.91664E-16,9.38422E-16,6.4374E-15,-2.1468E-15,-4.84125E-15,0
0.2,1.35,-4.91E-34,0.0000784,-5.15E-32,-0.0000784,-1.42E-16,5.81E-16,1.08E-14,-5.01E-15,-5.99E-15,0
0.7,1.15,0.307692308,7.83291E-05,-3.41209E-31,-7.83291E-05,-4.03726E-16,9.21644E-16,6.5449E-15,-2.16825E-15,-4.91049E-15,0
0.7,1.05,0.230769231,7.83116E-05,-2.57471E-32,-7.83116E-05,-3.81541E-16,9.55551E-16,6.33403E-15,-2.12786E-15,-4.77398E-15,0
0.4,1.15,0.153846154,7.82635E-05,2.06016E-31,-7.82635E-05,-3.26929E-16,7.47915E-16,7.87069E-15,-3.07821E-15,-5.15246E-15,0
0.5,1.35,0.269230769,7.80612E-05,-7.2104E-31,-7.80612E-05,-3.72391E-16,7.55743E-16,8.57258E-15,-3.39223E-15,-5.54796E-15,0
0.7,1,0.192307692,7.80531E-05,-1.03006E-30,-7.80531E-05,8.76508E-15,9.72946E-16,6.23313E-15,-2.11061E-15,-4.70775E-15,0
0.4,1.45,0.192307692,7.78358E-05,-1.80264E-31,-7.78358E-05,-3.27524E-16,6.76048E-16,1.00492E-14,-4.35926E-15,-5.97764E-15,0
0.7,0.95,0.153846154,7.77052E-05,7.72551E-32,-7.77052E-05,8.95531E-15,9.90514E-16,6.1339E-15,-2.0947E-15,-4.64203E-15,0
0.7,1.2,0.346153846,7.77016E-05,3.99143E-31,-7.77016E-05,-4.084E-16,9.05323E-16,6.66121E-15,-2.19471E-15,-4.984E-15,0
0.7,1.15,0.31,0.0000777,1.55E-31,-0.0000777,-4.85E-16,9.22E-16,6.53E-15,-2.16E-15,-4.91E-15,0
0.7,1.35,0.423076923,7.75201E-05,4.63525E-31,-7.75201E-05,-4.1904E-16,8.60839E-16,7.29075E-15,-2.48727E-15,-5.27637E-15,0
0.7,0.9,0.115384615,7.73003E-05,6.95288E-31,-7.73003E-05,1.00729E-14,1.00813E-15,6.03575E-15,-2.07989E-15,-4.57632E-15,0
0.2,1.3,-4.99E-34,0.0000773,-1.93E-31,-0.0000773,-1.54E-16,5.93E-16,1.04E-14,-4.77E-15,-5.85E-15,0
0.4,1,0.115384615,7.72904E-05,-1.15882E-31,-7.72904E-05,-4.54409E-16,7.86433E-16,6.95511E-15,-2.57062E-15,-4.78318E-15,0
0.2,1.3,-2.74232E-34,7.72793E-05,8.69115E-32,-7.72793E-05,-9.64698E-17,5.92645E-16,1.04173E-14,-4.77204E-15,-5.84967E-15,0
0.6,1.2,0.307692308,7.71899E-05,-1.80255E-31,-7.71899E-05,-3.63485E-16,8.49516E-16,7.00907E-15,-2.42416E-15,-5.04656E-15,0
0.7,1.5,0.461538462,7.70917E-05,3.99142E-31,-7.70917E-05,-4.65406E-16,8.21027E-16,8.22915E-15,-3.01255E-15,-5.64948E-15,0
0.3,0.85,5.24035E-33,7.70397E-05,-9.01319E-32,-7.70397E-05,-1.39898E-16,7.64289E-16,6.67441E-15,-2.52014E-15,-4.53101E-15,0
0.3,0.85,4.52E-33,0.000077,-3.22E-31,-0.000077,-1.49E-16,7.64E-16,6.67E-15,-2.52E-15,-4.53E-15,0
0.7,0.85,0.076923077,7.68572E-05,7.72533E-32,-7.68572E-05,8.62649E-15,1.02569E-15,5.9383E-15,-2.06607E-15,-4.51028E-15,0
0.5,1.15,0.230769231,7.68487E-05,-4.24898E-31,-7.68487E-05,-4.04721E-16,8.06136E-16,7.24717E-15,-2.63312E-15,-5.03232E-15,0
0.3,1.15,0.076923077,7.67234E-05,-2.57465E-32,-7.67234E-05,-3.30472E-16,6.88311E-16,8.53881E-15,-3.55359E-15,-5.28554E-15,0
0.3,0.95,0.038461538,7.66401E-05,-4.57092E-31,-7.66401E-05,-4.46286E-16,7.37933E-16,7.19812E-15,-2.78767E-15,-4.76067E-15,0
0.6,1.2,0.31,0.0000765,-5.15E-32,-0.0000765,-3.82E-16,8.49E-16,7E-15,-2.41E-15,-5.05E-15,0
0.7,0.8,0.038461538,7.63824E-05,2.83269E-31,-7.63824E-05,4.44543E-14,1.04315E-15,5.84146E-15,-2.05324E-15,-4.44376E-15,0
0.4,1.4,0.192307692,7.63721E-05,5.15089E-32,-7.63721E-05,-2.95815E-16,6.87637E-16,9.65675E-15,-4.11965E-15,-5.83644E-15,0
0.4,0.8,3.29E-34,0.0000763,-1.29E-31,-0.0000763,-1.12E-16,8.44E-16,6.24E-15,-2.28E-15,-4.42E-15,0
0.4,0.8,3.24807E-34,7.62717E-05,-9.01295E-32,-7.62717E-05,-1.22905E-16,8.43943E-16,6.24117E-15,-2.28136E-15,-4.41624E-15,0
0.5,1.05,0.192307692,7.61547E-05,2.31767E-31,-7.61547E-05,-5.69091E-16,8.332E-16,6.73926E-15,-2.37193E-15,-4.81277E-15,0
0.2,1.25,-2.82595E-33,7.6016E-05,1.57727E-31,-7.6016E-05,-1.0285E-16,6.04053E-16,1.00216E-14,-4.53037E-15,-5.70714E-15,0
0.2,1.25,2.04E-33,0.000076,5.92E-31,-0.000076,-1.14E-16,6.04E-16,1E-14,-4.53E-15,-5.71E-15,0
0.7,1.25,0.384615385,7.59267E-05,-2.70388E-31,-7.59267E-05,-4.0255E-16,8.89575E-16,6.79588E-15,-2.2316E-15,-5.066E-15,0
0.7,0.75,2.58E-33,0.0000759,-2.58E-31,-0.0000759,7.02E-15,1.06E-15,5.75E-15,-2.04E-15,-4.38E-15,0
0.7,0.75,3.55944E-34,7.58773E-05,1.15881E-31,-7.58773E-05,6.87296E-15,1.0605E-15,5.7452E-15,-2.0415E-15,-4.37668E-15,0
0.6,1.3,0.346153846,7.57653E-05,-3.73401E-31,-7.57653E-05,-4.30319E-16,8.22619E-16,7.54968E-15,-2.70615E-15,-5.27816E-15,0
0.4,0.85,0.038461538,7.57437E-05,-1.5451E-31,-7.57437E-05,-1.90744E-15,8.28631E-16,6.35478E-15,-2.30233E-15,-4.49347E-15,0
0.5,1.3,0.269230769,7.56045E-05,-9.01304E-31,-7.56045E-05,-3.46937E-16,7.67947E-16,8.19648E-15,-3.16325E-15,-5.41311E-15,0
0.4,1.1,0.153846154,7.49905E-05,1.85409E-30,-7.49905E-05,-3.66974E-16,7.60397E-16,7.50789E-15,-2.85773E-15,-5.02269E-15,0
0.4,1.35,0.192307692,7.47652E-05,3.86264E-32,-7.47652E-05,-3.0243E-16,6.9935E-16,9.26678E-15,-3.88169E-15,-5.69623E-15,0
0.6,1.5,0.384615385,7.4655E-05,1.54506E-31,-7.4655E-05,-4.47256E-16,7.72426E-16,8.91013E-15,-3.48885E-15,-5.80546E-15,0
0.2,1.2,-2.91674E-34,7.46387E-05,1.44851E-31,-7.46387E-05,-1.18241E-16,6.15575E-16,9.62792E-15,-4.29004E-15,-5.5654E-15,0
0.2,1.2,4.56E-33,0.0000746,-4.51E-31,-0.0000746,-1.52E-16,6.16E-16,9.63E-15,-4.29E-15,-5.57E-15,0
0.3,1.1,0.076923077,7.44233E-05,-8.04736E-31,-7.44233E-05,-3.07422E-16,7.00394E-16,8.16044E-15,-3.3233E-15,-5.14962E-15,0
0.4,0.9,0.076923077,7.44141E-05,1.06306E-36,-7.44141E-05,-1.13323E-15,8.13879E-16,6.48139E-15,-2.33106E-15,-4.57656E-15,0
0.6,1,0.192307692,7.44024E-05,-5.66534E-31,-7.44024E-05,-8.12306E-16,9.09689E-16,6.32157E-15,-2.14164E-15,-4.70191E-15,0
0.6,0.95,0.153846154,7.43932E-05,-2.57514E-31,-7.43932E-05,-3.8313E-16,9.26175E-16,6.21666E-15,-2.12283E-15,-4.63233E-15,0
0.6,0.9,0.115384615,7.42369E-05,2.7039E-31,-7.42369E-05,4.27331E-15,9.42999E-16,6.11442E-15,-2.10589E-15,-4.56388E-15,0
0.7,1.45,0.461538462,7.41507E-05,8.36928E-32,-7.41507E-05,-4.38224E-16,8.33722E-16,7.86091E-15,-2.78835E-15,-5.51822E-15,0
0.6,1.05,0.230769231,7.41435E-05,-1.70602E-31,-7.41435E-05,-8.60023E-16,8.93633E-16,6.43118E-15,-2.16334E-15,-4.77374E-15,0
0.6,0.85,0.076923077,7.39823E-05,-7.33915E-31,-7.39823E-05,5.47578E-15,9.60062E-16,6.01399E-15,-2.09045E-15,-4.49597E-15,0
0.6,0.8,0.038461538,7.36637E-05,1.2876E-31,-7.36637E-05,7.7415E-15,9.77232E-16,5.91475E-15,-2.07629E-15,-4.4281E-15,0
0.6,0.75,5.47235E-34,7.33024E-05,5.92284E-31,-7.33024E-05,-1.31209E-16,9.944E-16,5.8163E-15,-2.06332E-15,-4.35987E-15,0
0.6,0.75,-1.61E-34,0.0000733,-5.15E-32,-0.0000733,-1.52E-16,9.94E-16,5.82E-15,-2.06E-15,-4.36E-15,0
0.6,1.1,0.269230769,7.32597E-05,-3.86271E-31,-7.32597E-05,-8.06959E-16,8.78104E-16,6.55113E-15,-2.19096E-15,-4.85051E-15,0
0.3,1.5,0.115384615,7.3222E-05,-7.85422E-31,-7.3222E-05,-2.09326E-16,6.07166E-16,1.11766E-14,-5.11804E-15,-6.2772E-15,0
0.2,1.15,-3.01631E-34,7.31301E-05,2.96141E-31,-7.31301E-05,-1.06648E-16,6.27218E-16,9.2366E-15,-4.05127E-15,-5.42458E-15,0
0.2,1.15,-5.54E-34,0.0000731,-2.83E-31,-0.0000731,-1.13E-16,6.27E-16,9.24E-15,-4.05E-15,-5.42E-15,0
0.4,1.3,0.192307692,7.29909E-05,-4.12027E-31,-7.29909E-05,-3.26702E-16,7.11195E-16,8.87978E-15,-3.64564E-15,-5.55719E-15,0
0.5,1.25,0.269230769,7.28259E-05,-2.06005E-31,-7.28259E-05,-3.5028E-16,7.80318E-16,7.82587E-15,-2.93769E-15,-5.28051E-15,0
0.6,1.45,0.384615385,7.25602E-05,2.15666E-31,-7.25602E-05,-4.23398E-16,7.84559E-16,8.52835E-15,-3.25607E-15,-5.66866E-15,0
0.7,1.3,0.423076923,7.23734E-05,4.37768E-31,-7.23734E-05,-4.26375E-16,8.74439E-16,6.95771E-15,-2.28429E-15,-5.15997E-15,0
0.3,1.45,0.115384615,7.22071E-05,-3.05798E-32,-7.22071E-05,-2.28379E-16,6.18377E-16,1.0777E-14,-4.87363E-15,-6.13333E-15,0
0.3,0.9,0.038461538,7.21848E-05,1.28762E-32,-7.21848E-05,-5.30277E-16,7.50772E-16,6.85449E-15,-2.57903E-15,-4.63859E-15,0
0.5,1.1,0.230769231,7.20194E-05,-1.51288E-31,-7.20194E-05,-4.42681E-16,8.19209E-16,6.90925E-15,-2.42753E-15,-4.91312E-15,0
0.3,1.05,0.076923077,7.18331E-05,-1.41627E-31,-7.18331E-05,-3.46736E-16,7.12627E-16,7.7871E-15,-3.09618E-15,-5.01571E-15,0
0.6,1.25,0.346153846,7.17173E-05,-2.18881E-31,-7.17173E-05,-4.18385E-16,8.35567E-16,7.19937E-15,-2.49298E-15,-5.15404E-15,0
0.4,0.95,0.115384615,7.15823E-05,7.98287E-31,-7.15823E-05,-6.22394E-16,7.99697E-16,6.63117E-15,-2.37345E-15,-4.66974E-15,0
0.2,1.1,-5.9E-34,0.0000715,-1.42E-31,-0.0000715,-1.31E-16,6.39E-16,8.85E-15,-3.81E-15,-5.28E-15,0
0.2,1.1,-1.59615E-33,7.14691E-05,2.57515E-31,-7.14691E-05,-1.29208E-16,6.38984E-16,8.84802E-15,-3.8143E-15,-5.28483E-15,0
0.4,1.05,0.153846154,7.12226E-05,-4.3777E-31,-7.12226E-05,-3.43E-16,7.73082E-16,7.15337E-15,-2.64224E-15,-4.89642E-15,0
0.3,1.4,0.115384615,7.11086E-05,-1.1588E-31,-7.11086E-05,-2.28817E-16,6.29696E-16,1.03789E-14,-4.63019E-15,-5.99006E-15,0
0.6,1.15,0.307692308,7.10615E-05,2.73605E-31,-7.10615E-05,-3.62142E-16,8.6317E-16,6.69169E-15,-2.2304E-15,-4.93666E-15,0
0.4,1.25,0.192307692,7.10193E-05,-1.03E-31,-7.10193E-05,-3.62128E-16,7.23176E-16,8.49627E-15,-3.41184E-15,-5.41954E-15,0
0.7,1.4,0.461538462,7.07775E-05,1.28776E-32,-7.07775E-05,-4.42474E-16,8.4665E-16,7.49995E-15,-2.56853E-15,-5.39007E-15,0
0.5,0.85,0.076923077,7.07633E-05,-3.73395E-31,-7.07633E-05,-6.28436E-16,8.9379E-16,6.09504E-15,-2.11776E-15,-4.48345E-15,0
0.5,0.8,0.038461538,7.06994E-05,1.11374E-30,-7.06994E-05,2.30911E-15,9.10245E-16,5.99161E-15,-2.10142E-15,-4.41286E-15,0
0.5,0.9,0.115384615,7.06655E-05,2.06012E-31,-7.06655E-05,-1.43282E-15,8.77711E-16,6.20136E-15,-2.13622E-15,-4.55521E-15,0
0.5,0.75,7.30734E-33,7.05299E-05,-1.80258E-31,-7.05299E-05,-1.21381E-16,9.26974E-16,5.89012E-15,-2.08681E-15,-4.3428E-15,0
0.5,1.5,0.307692308,7.05009E-05,-3.47643E-31,-7.05009E-05,-3.78823E-16,7.19683E-16,9.61589E-15,-3.98352E-15,-5.9637E-15,0
0.5,0.75,-7.72E-34,0.0000705,-1.03E-31,-0.0000705,-1.57E-16,9.27E-16,5.89E-15,-2.09E-15,-4.34E-15,0
0.3,0.8,5.24035E-33,7.04171E-05,7.08166E-32,-7.04171E-05,-1.51935E-16,7.77792E-16,6.36515E-15,-2.3317E-15,-4.42378E-15,0
0.6,1.15,0.31,0.0000704,-1.61E-31,-0.0000704,-3.98E-16,8.63E-16,6.68E-15,-2.22E-15,-4.94E-15,0
0.3,0.8,4.52E-33,0.0000704,1.8E-31,-0.0000704,-1.48E-16,7.78E-16,6.37E-15,-2.33E-15,-4.42E-15,0
0.5,0.95,0.153846154,7.02477E-05,-2.96145E-31,-7.02477E-05,-1.06842E-15,8.62105E-16,6.31318E-15,-2.15808E-15,-4.62954E-15,0
0.6,1.4,0.384615385,7.02073E-05,4.50653E-32,-7.02073E-05,-4.04751E-16,7.96854E-16,8.15106E-15,-3.02611E-15,-5.5337E-15,0
0.3,1.35,0.115384615,6.99149E-05,6.09455E-37,-6.99149E-05,-1.90696E-16,6.41129E-16,9.98249E-15,-4.38787E-15,-5.84746E-15,0
0.5,1.2,0.269230769,6.96513E-05,-2.57514E-32,-6.96513E-05,-3.1901E-16,7.92875E-16,7.46199E-15,-2.71623E-15,-5.15071E-15,0
0.2,1.05,-3.41462E-34,6.96295E-05,-7.72527E-32,-6.96295E-05,-1.0326E-16,6.5088E-16,8.46267E-15,-3.57942E-15,-5.14634E-15,0
0.2,1.05,6.84E-34,0.0000696,-2.57E-32,-0.0000696,-9.82E-17,6.51E-16,8.46E-15,-3.58E-15,-5.15E-15,0
0.5,1.5,0.31,0.0000696,-2.12E-31,-0.0000696,-3.68E-16,7.2E-16,9.61E-15,-3.98E-15,-5.96E-15,0
0.7,1.1,0.307692308,6.93899E-05,4.12016E-31,-6.93899E-05,-8.08497E-16,9.37251E-16,6.27382E-15,-1.99987E-15,-4.82346E-15,0
0.7,1.05,0.269230769,6.92849E-05,-1.03001E-31,-6.92849E-05,-5.0927E-16,9.54402E-16,6.17039E-15,-1.98052E-15,-4.75656E-15,0
0.7,1.15,0.346153846,6.92369E-05,-3.79837E-31,-6.92369E-05,-1.21735E-15,9.20463E-16,6.38178E-15,-2.0219E-15,-4.89258E-15,0
0.5,1,0.192307692,6.90596E-05,-1.93135E-31,-6.90596E-05,-7.7002E-16,8.47059E-16,6.43746E-15,-2.18714E-15,-4.70968E-15,0
0.7,1,0.230769231,6.90409E-05,-4.37777E-31,-6.90409E-05,5.40697E-15,9.71825E-16,6.06949E-15,-1.96286E-15,-4.69077E-15,0
0.5,1.45,0.307692308,6.89782E-05,3.15455E-31,-6.89782E-05,-3.99536E-16,7.3144E-16,9.225E-15,-3.74478E-15,-5.82339E-15,0
0.3,1,0.076923077,6.8889E-05,9.65708E-33,-6.8889E-05,-3.54488E-16,7.25027E-16,7.41985E-15,-2.87283E-15,-4.88428E-15,0
0.4,1.2,0.192307692,6.88121E-05,-1.93139E-31,-6.88121E-05,-3.1525E-16,7.35303E-16,8.1169E-15,-3.18066E-15,-5.28356E-15,0
0.7,1.1,0.31,0.0000688,-1.29E-32,-0.0000688,-4.34E-16,9.37E-16,6.26E-15,-1.99E-15,-4.82E-15,0
0.7,0.95,0.192307692,6.87045E-05,2.25326E-31,-6.87045E-05,5.98168E-15,9.89427E-16,5.97031E-15,-1.94652E-15,-4.62555E-15,0
0.3,1.3,0.115384615,6.86119E-05,-7.3392E-31,-6.86119E-05,-2.38917E-16,6.52678E-16,9.58804E-15,-4.14685E-15,-5.70566E-15,0
0.7,1.2,0.384615385,6.84633E-05,-9.01326E-32,-6.84633E-05,-8.22369E-16,9.04157E-16,6.49996E-15,-2.04968E-15,-4.96664E-15,0
0.7,0.9,0.153846154,6.83076E-05,4.37774E-31,-6.83076E-05,7.74982E-15,1.00708E-15,5.87226E-15,-1.93128E-15,-4.56044E-15,0
0.5,1.45,0.31,0.0000681,1.09E-31,-0.0000681,-4.11E-16,7.31E-16,9.22E-15,-3.74E-15,-5.82E-15,0
0.7,0.85,0.115384615,6.78703E-05,2.57502E-32,-6.78703E-05,8.57564E-15,1.02469E-15,5.77497E-15,-1.91699E-15,-4.49506E-15,0
0.2,1,6.24E-34,0.0000676,5.15E-32,-0.0000676,-8.55E-17,6.63E-16,8.08E-15,-3.35E-15,-5.01E-15,0
0.2,1,-3.81293E-34,6.75783E-05,6.4379E-31,-6.75783E-05,-1.29705E-16,6.6291E-16,8.08112E-15,-3.34698E-15,-5.00933E-15,0
0.6,1.35,0.384615385,6.75401E-05,1.25538E-31,-6.75401E-05,-4.26391E-16,8.09327E-16,7.77918E-15,-2.7995E-15,-5.40098E-15,0
0.7,0.8,0.076923077,6.74009E-05,5.15061E-32,-6.74009E-05,4.57135E-14,1.04221E-15,5.6783E-15,-1.90366E-15,-4.42927E-15,0
0.4,0.75,-9.45E-34,0.0000674,-1.29E-31,-0.0000674,-1E-16,8.59E-16,5.97E-15,-2.11E-15,-4.33E-15,0
0.4,0.75,3.24807E-34,6.73589E-05,1.5451E-31,-6.73589E-05,-1.10559E-16,8.59042E-16,5.97014E-15,-2.11364E-15,-4.3281E-15,0
0.5,1.4,0.307692308,6.72947E-05,8.69114E-32,-6.72947E-05,-3.04565E-16,7.43331E-16,8.837E-15,-3.5079E-15,-5.68424E-15,0
0.3,1.25,0.115384615,6.71829E-05,2.5752E-31,-6.71829E-05,-2.3707E-16,6.64349E-16,9.19589E-15,-3.90734E-15,-5.56478E-15,0
0.4,0.8,0.038461538,6.71459E-05,1.28757E-31,-6.71459E-05,-2.66387E-15,8.43277E-16,6.07799E-15,-2.1315E-15,-4.40223E-15,0
0.6,1.2,0.346153846,6.69826E-05,-1.93131E-31,-6.69826E-05,-4.73195E-16,8.48803E-16,6.86039E-15,-2.28638E-15,-5.03497E-15,0
0.3,0.85,0.038461538,6.6979E-05,-6.43804E-32,-6.6979E-05,-6.40673E-16,7.63882E-16,6.52325E-15,-2.37754E-15,-4.52202E-15,0
0.7,0.75,0.038461538,6.69019E-05,7.72546E-32,-6.69019E-05,2.94703E-14,1.05961E-15,5.58221E-15,-1.89131E-15,-4.36296E-15,0
0.7,1.35,0.461538462,6.6862E-05,2.06011E-31,-6.6862E-05,-4.74167E-16,8.5985E-16,7.14803E-15,-2.35407E-15,-5.26588E-15,0
0.4,1,0.153846154,6.68359E-05,-2.06011E-31,-6.68359E-05,-4.28618E-16,7.86004E-16,6.80914E-15,-2.4328E-15,-4.77462E-15,0
0.4,0.85,0.076923077,6.65363E-05,-2.57533E-32,-6.65363E-05,-1.67846E-15,8.28016E-16,6.1925E-15,-2.15357E-15,-4.47936E-15,0
0.5,1.4,0.31,0.0000664,5.15E-32,-0.0000664,-3.54E-16,7.43E-16,8.83E-15,-3.5E-15,-5.68E-15,0
0.7,0.7,1.13E-34,0.0000664,1.17E-30,-0.0000664,4.04E-15,1.08E-15,5.49E-15,-1.88E-15,-4.3E-15,0
0.7,0.7,3.55944E-34,6.63751E-05,4.76398E-31,-6.63751E-05,3.94336E-15,1.07686E-15,5.4867E-15,-1.88006E-15,-4.29606E-15,0
0.5,1.05,0.230769231,6.63618E-05,3.89813E-36,-6.63618E-05,-5.18448E-16,8.32605E-16,6.58491E-15,-2.22965E-15,-4.80013E-15,0
0.7,1.25,0.423076923,6.63398E-05,6.43798E-32,-6.63398E-05,-4.66616E-16,8.88454E-16,6.63918E-15,-2.08943E-15,-5.05037E-15,0
0.2,1.5,0.038461538,6.63376E-05,3.09018E-31,-6.63376E-05,-1.34351E-16,5.4794E-16,1.192E-14,-5.64603E-15,-6.43328E-15,0
0.4,1.15,0.192307692,6.632E-05,1.0301E-31,-6.632E-05,-3.68672E-16,7.47587E-16,7.74253E-15,-2.95261E-15,-5.1496E-15,0
0.5,1.15,0.269230769,6.59823E-05,-1.93136E-31,-6.59823E-05,-3.46131E-16,8.05648E-16,7.10643E-15,-2.49976E-15,-5.02447E-15,0
0.3,1.2,0.115384615,6.5607E-05,1.9635E-31,-6.5607E-05,-2.58172E-16,6.76146E-16,8.80644E-15,-3.66958E-15,-5.42496E-15,0
0.2,1.45,0.038461538,6.55688E-05,-2.57516E-31,-6.55688E-05,-1.172E-16,5.58929E-16,1.15169E-14,-5.39917E-15,-6.28813E-15,0
0.3,0.95,0.076923077,6.55063E-05,-8.43362E-31,-6.55063E-05,-4.1934E-16,7.37614E-16,7.06008E-15,-2.65403E-15,-4.75597E-15,0
0.5,1.35,0.307692308,6.54208E-05,-3.86271E-31,-6.54208E-05,-2.88973E-16,7.55364E-16,8.45243E-15,-3.27321E-15,-5.54647E-15,0
0.6,0.95,0.192307692,6.54066E-05,4.50648E-32,-6.54066E-05,-4.99543E-16,9.25254E-16,6.05206E-15,-1.97396E-15,-4.6157E-15,0
0.6,1,0.230769231,6.53937E-05,-1.86702E-31,-6.53937E-05,-7.96009E-16,9.08776E-16,6.15704E-15,-1.99324E-15,-4.68489E-15,0
0.2,0.95,-5.33E-35,0.0000653,9.14E-31,-0.0000653,-1.2E-16,6.75E-16,7.7E-15,-3.12E-15,-4.87E-15,0
0.2,0.95,1.76345E-34,6.52733E-05,-1.75437E-31,-6.52733E-05,-1.30714E-16,6.75085E-16,7.7041E-15,-3.11743E-15,-4.87413E-15,0
0.6,0.9,0.153846154,6.52658E-05,3.34769E-31,-6.52658E-05,1.16096E-15,9.42079E-16,5.94985E-15,-1.95656E-15,-4.54774E-15,0
0.6,1.05,0.269230769,6.50765E-05,7.08172E-32,-6.50765E-05,-8.58003E-16,8.92745E-16,6.26724E-15,-2.01562E-15,-4.75664E-15,0
0.6,0.85,0.115384615,6.50238E-05,3.86261E-32,-6.50238E-05,3.16935E-15,9.59152E-16,5.84949E-15,-1.94064E-15,-4.4804E-15,0
