Vs,Vg,Vd,Is,Ig,Id,Ib,Qs,Qg,Qd,Qb,y
5.58E-34,0.35,3.41,-0.00000675,8.32E-31,0.00000675,-1.34E-15,6.88E-16,-9.37E-16,6.14E-15,-5.5E-15,1
0.5,0.9,3.72,-0.00000675,-2.83E-31,0.00000675,-1.48E-15,8.36E-16,-7.9E-16,6.24E-15,-5.89E-15,1
3.11E-33,0.35,3.72,-0.00000681,1.29E-32,0.00000681,-5.9E-14,6.87E-16,-1.01E-15,6.38E-15,-5.66E-15,1
0.4,0.8,2.17,-0.00000681,2.32E-31,0.00000681,-1.01E-15,8.24E-16,-2.96E-16,4.86E-15,-5E-15,1
0.6,1.4,0.621,-0.00000683,1.55E-31,0.00000683,-4.72E-16,7.93E-16,7.37E-15,-2.27E-15,-5.51E-15,1
-0.3,0,-1.38253E-34,-6.84835E-06,-4.82839E-32,6.84835E-06,7.07248E-15,5.63318E-16,1.96378E-15,7.21898E-16,-2.86385E-15,1
-0.3,0,-3.93E-34,-0.00000685,-7.73E-32,0.00000685,7.07E-15,5.63E-16,1.96E-15,7.22E-16,-2.86E-15,1
-0.3,0,0.038461538,-6.85666E-06,-5.23076E-32,6.85666E-06,7.00532E-15,5.63312E-16,1.78064E-15,9.30771E-16,-2.88899E-15,1
-0.3,0,0.076923077,-6.86353E-06,2.41419E-32,6.86353E-06,6.94439E-15,5.63306E-16,1.60263E-15,1.13729E-15,-2.91741E-15,1
-0.3,0,0.115384615,-6.86992E-06,3.86271E-32,6.86992E-06,6.91663E-15,5.633E-16,1.43105E-15,1.33956E-15,-2.94811E-15,1
1.83E-33,0.35,4.03,-0.00000687,-6.31E-31,0.00000687,-2.64E-14,6.86E-16,-1.08E-15,6.61E-15,-5.81E-15,1
-0.3,0,0.153846154,-6.87608E-06,4.18461E-32,6.87608E-06,6.88431E-15,5.63295E-16,1.26888E-15,1.53432E-15,-2.9807E-15,1
0.6,1,4.34,-0.00000688,-1.29E-31,0.00000688,-4.35E-14,8.46E-16,-9.16E-16,6.69E-15,-6.19E-15,1
-0.3,0,0.192307692,-6.8821E-06,3.05797E-32,6.8821E-06,6.8613E-15,5.63288E-16,1.12E-15,1.71741E-15,-3.01494E-15,1
-0.3,0,0.230769231,-6.88801E-06,9.57629E-32,6.88801E-06,6.83943E-15,5.63282E-16,9.86252E-16,1.88658E-15,-3.05038E-15,1
-0.3,0,0.269230769,-6.89382E-06,3.78223E-32,6.89382E-06,7.03773E-15,5.63276E-16,8.68086E-16,2.0408E-15,-3.08645E-15,1
-0.3,0,0.307692308,-6.89955E-06,4.08402E-32,6.89955E-06,6.77183E-15,5.63269E-16,7.6465E-16,2.18043E-15,-3.12266E-15,1
-0.3,0,0.31,-0.0000069,2.74E-32,0.0000069,1.01E-14,5.63E-16,7.58E-16,2.19E-15,-3.13E-15,1
0.7,1.1,4.66,-0.0000069,-2.57E-32,0.0000069,-1.83E-15,8.57E-16,-9.62E-16,6.9E-15,-6.32E-15,1
-0.3,0,0.346153846,-6.90522E-06,-2.5349E-32,6.90522E-06,8.69404E-15,5.63262E-16,6.73903E-16,2.30721E-15,-3.15871E-15,1
-0.3,0,0.384615385,-6.91084E-06,5.15028E-32,6.91084E-06,7.51899E-15,5.63255E-16,5.93356E-16,2.42347E-15,-3.19443E-15,1
-0.3,0,0.423076923,-6.91642E-06,-3.46034E-32,6.91642E-06,7.19405E-15,5.63247E-16,5.20675E-16,2.53154E-15,-3.22983E-15,1
-0.3,0,0.461538462,-6.92196E-06,-7.86624E-32,6.92196E-06,1.03336E-14,5.6324E-16,4.54E-16,2.63328E-15,-3.2649E-15,1
-0.3,0,0.5,-6.92745E-06,4.96922E-32,6.92745E-06,7.89538E-15,5.63232E-16,3.91996E-16,2.73004E-15,-3.29966E-15,1
-0.3,0,0.538461538,-6.93288E-06,5.31123E-32,6.93288E-06,7.14924E-15,5.63223E-16,3.33766E-16,2.82272E-15,-3.33412E-15,1
-0.3,0,0.576923077,-6.93827E-06,5.79407E-32,6.93827E-06,6.65812E-15,5.63215E-16,2.78742E-16,2.91192E-15,-3.36829E-15,1
-0.3,0,0.621,-0.00000694,-1.85E-32,0.00000694,-7.29E-13,5.63E-16,2.2E-16,3.01E-15,-3.41E-15,1
5.58E-34,0.35,4.34,-0.00000694,1.8E-31,0.00000694,-1.57E-15,6.84E-16,-1.15E-15,6.85E-15,-5.94E-15,1
0.3,0.7,0.461538462,-6.94057E-06,-1.8026E-31,6.94057E-06,-3.73643E-16,8.0019E-16,3.37285E-15,1.38577E-16,-3.92445E-15,1
-0.3,0,0.615384615,-6.94361E-06,3.54081E-32,6.94361E-06,6.64701E-15,5.63206E-16,2.26569E-16,2.99799E-15,-3.40219E-15,1
-0.3,0,0.653846154,-6.9489E-06,1.23929E-31,6.9489E-06,6.63818E-15,5.63197E-16,1.77016E-16,3.08116E-15,-3.43581E-15,1
0.5,0.9,4.03,-0.00000695,2.58E-31,0.00000695,-1.89E-15,8.32E-16,-8.68E-16,6.48E-15,-6.04E-15,1
-0.3,0,0.692307692,-6.95415E-06,1.52195E-31,6.95415E-06,6.61401E-15,5.63187E-16,1.29906E-16,3.16162E-15,-3.46916E-15,1
-0.3,0,0.730769231,-6.95934E-06,-6.88046E-32,6.95934E-06,6.61279E-15,5.63178E-16,8.50654E-17,3.23956E-15,-3.50224E-15,1
0.4,0.8,2.48,-0.00000696,3.35E-31,0.00000696,-1.72E-15,8.21E-16,-4.51E-16,5.21E-15,-5.19E-15,1
-0.3,0,0.769230769,-6.96449E-06,7.72541E-32,6.96449E-06,6.60316E-15,5.63168E-16,4.22869E-17,3.31517E-15,-3.53507E-15,1
-0.3,0,0.807692308,-6.96958E-06,4.50649E-32,6.96958E-06,6.579E-15,5.63157E-16,1.33845E-18,3.3887E-15,-3.56764E-15,1
-0.3,0,0.846153846,-6.97463E-06,3.62119E-33,6.97463E-06,6.5685E-15,5.63146E-16,-3.8005E-17,3.46037E-15,-3.59996E-15,1
-0.3,0,0.884615385,-6.97963E-06,-4.98934E-32,6.97963E-06,6.5506E-15,5.63135E-16,-7.59275E-17,3.53038E-15,-3.63204E-15,1
0.7,1.15,0.769230769,-6.98258E-06,-4.24902E-31,6.98258E-06,7.61048E-16,9.04923E-16,4.32241E-15,-2.325E-16,-4.60729E-15,1
-0.3,0,0.923076923,-6.98459E-06,7.40351E-32,6.98459E-06,6.53987E-15,5.63124E-16,-1.12556E-16,3.59886E-15,-3.66387E-15,1
-0.3,0,0.961538462,-6.98949E-06,6.92068E-32,6.98949E-06,6.51337E-15,5.63112E-16,-1.47963E-16,3.66588E-15,-3.69547E-15,1
-0.3,0,0.931,-0.00000699,-3.54E-32,0.00000699,1.39E-14,5.63E-16,-1.2E-16,3.61E-15,-3.67E-15,1
-0.3,0,1,-6.99436E-06,-7.88635E-32,6.99436E-06,6.49921E-15,5.631E-16,-1.82181E-16,3.73149E-15,-3.72684E-15,1
-0.3,0,1.038461538,-6.99918E-06,5.955E-32,6.99918E-06,6.48221E-15,5.63088E-16,-2.15223E-16,3.7957E-15,-3.75799E-15,1
-0.3,0,1.076923077,-7.00396E-06,6.51832E-32,7.00396E-06,6.46856E-15,5.63075E-16,-2.471E-16,3.85852E-15,-3.78892E-15,1
-0.3,0,1.115384615,-7.00869E-06,-3.21892E-32,7.00869E-06,6.4448E-15,5.63062E-16,-2.7783E-16,3.91999E-15,-3.81963E-15,1
-7.17E-34,0.35,4.66,-0.00000701,-4.47E-31,0.00000701,-1.73E-15,6.83E-16,-1.22E-15,7.07E-15,-6.06E-15,1
-0.3,0,1.153846154,-7.01339E-06,1.13467E-31,7.01339E-06,6.4323E-15,5.63048E-16,-3.0744E-16,3.98014E-15,-3.85014E-15,1
0.3,0.75,0.346153846,-7.01525E-06,1.67386E-31,7.01525E-06,-3.73053E-16,7.87425E-16,4.4716E-15,-7.10781E-16,-4.16091E-15,1
-0.3,0,1.192307692,-7.01803E-06,4.66743E-32,7.01803E-06,6.4112E-15,5.63035E-16,-3.35965E-16,4.039E-15,-3.88044E-15,1
-0.3,0,1.24,-0.00000702,-2.25E-32,0.00000702,6.39E-15,5.63E-16,-3.71E-16,4.11E-15,-3.92E-15,1
-0.3,0,1.230769231,-7.02264E-06,8.85203E-32,7.02264E-06,6.39581E-15,5.6302E-16,-3.6344E-16,4.09662E-15,-3.91055E-15,1
-0.3,0,1.269230769,-7.0272E-06,2.81655E-32,7.0272E-06,6.38793E-15,5.63006E-16,-3.89892E-16,4.15302E-15,-3.94046E-15,1
-0.3,0,1.307692308,-7.03172E-06,-4.68755E-32,7.03172E-06,6.37157E-15,5.62991E-16,-4.1533E-16,4.20821E-15,-3.97018E-15,1
0.4,1.1,0.423076923,-7.03267E-06,-3.734E-31,7.03267E-06,-3.88999E-16,7.57945E-16,6.55728E-15,-1.94132E-15,-4.98611E-15,1
-0.3,0,1.346153846,-7.03621E-06,7.24258E-32,7.03621E-06,-9.03623E-14,5.62976E-16,-4.39751E-16,4.26221E-15,-3.99971E-15,1
-0.3,0,1.384615385,-7.04066E-06,4.1846E-32,7.04066E-06,6.34421E-15,5.6296E-16,-4.63136E-16,4.31498E-15,-4.02906E-15,1
-0.3,0,1.423076923,-7.04508E-06,4.5065E-32,7.04508E-06,-7.89621E-14,5.62944E-16,-4.85465E-16,4.36652E-15,-4.05822E-15,1
-0.3,0,1.461538462,-7.04946E-06,6.43786E-32,7.04946E-06,6.30806E-15,5.62927E-16,-5.0674E-16,4.41682E-15,-4.0872E-15,1
-0.3,0,1.5,-7.05382E-06,5.23075E-32,7.05382E-06,6.29954E-15,5.6291E-16,-5.26995E-16,4.46591E-15,-4.11599E-15,1
-0.3,0,1.55,-0.00000706,-3.38E-32,0.00000706,6.28E-15,5.63E-16,-5.53E-16,4.53E-15,-4.15E-15,1
-3.98E-34,0.35,4.97,-0.00000708,-1.42E-31,0.00000708,-5.76E-15,6.81E-16,-1.29E-15,7.3E-15,-6.17E-15,1
-0.3,0,1.86,-0.00000709,3.22E-33,0.00000709,6.18E-15,5.63E-16,-6.81E-16,4.88E-15,-4.38E-15,1
0.6,1.45,0.621,-0.00000709,2.57E-32,0.00000709,-5.18E-16,7.81E-16,7.77E-15,-2.52E-15,-5.65E-15,1
0.6,1,4.66,-0.00000711,-2.83E-31,0.00000711,-1.82E-15,8.41E-16,-9.88E-16,6.92E-15,-6.3E-15,1
0.4,0.8,2.79,-0.00000711,6.7E-31,0.00000711,-1.23E-15,8.19E-16,-5.63E-16,5.5E-15,-5.37E-15,1
0.5,1,0.538461538,-7.11779E-06,-3.15454E-31,7.11779E-06,-4.68047E-16,8.412E-16,4.90103E-15,-8.05515E-16,-4.54916E-15,1
0.7,1.1,4.97,-0.00000712,-6.82E-31,0.00000712,-1.94E-15,8.53E-16,-1.03E-15,7.12E-15,-6.43E-15,1
0.3,0.7,0.5,-7.12469E-06,-2.57517E-32,7.12469E-06,-3.47057E-16,7.99918E-16,3.147E-15,3.39673E-16,-3.89945E-15,1
-0.3,0,2.17,-0.00000713,-1.93E-32,0.00000713,6.09E-15,5.63E-16,-7.8E-16,5.19E-15,-4.58E-15,1
-2.31E-33,0.35,5.28,-0.00000714,-1.71E-31,0.00000714,-9.15E-15,6.8E-16,-1.36E-15,7.51E-15,-6.28E-15,1
-0.3,0,2.48,-0.00000716,3.22E-33,0.00000716,-8.84E-14,5.62E-16,-8.67E-16,5.46E-15,-4.77E-15,1
0.5,0.9,4.34,-0.00000716,-1.16E-31,0.00000716,-6.56E-14,8.29E-16,-9.43E-16,6.72E-15,-6.17E-15,1
-0.3,0,2.79,-0.00000719,-1.03E-31,0.00000719,5.86E-15,5.62E-16,-9.48E-16,5.73E-15,-4.95E-15,1
-0.1,0.25,-1.49888E-34,-7.19904E-06,-1.35196E-31,7.19904E-06,1.05509E-16,6.49764E-16,3.39744E-15,-3.63127E-16,-3.29823E-15,1
-0.1,0.25,-8.51E-35,-0.0000072,3.09E-31,0.0000072,1.15E-16,6.5E-16,3.4E-15,-3.63E-16,-3.3E-15,1
2.81E-33,0.35,5.59,-0.00000721,1.48E-31,0.00000721,-2.27E-15,6.78E-16,-1.42E-15,7.72E-15,-6.39E-15,1
-0.3,0,3.1,-0.00000723,2.9E-32,0.00000723,5.78E-15,5.62E-16,-1.03E-15,5.98E-15,-5.13E-15,1
0.3,0.7,0.538461538,-7.24072E-06,7.72534E-32,7.24072E-06,-3.95505E-16,7.99691E-16,2.93003E-15,5.39788E-16,-3.8824E-15,1
-0.3,0,3.41,-0.00000726,-8.05E-32,0.00000726,-7.27E-14,5.61E-16,-1.1E-15,6.22E-15,-5.29E-15,1
0.4,0.8,3.1,-0.00000726,5.15E-32,0.00000726,-1.6E-15,8.17E-16,-6.56E-16,5.77E-15,-5.54E-15,1
-1.97E-33,0.35,5.9,-0.00000729,1.93E-31,0.00000729,-2E-15,6.77E-16,-1.49E-15,7.93E-15,-6.49E-15,1
-0.3,0,3.72,-0.0000073,4.43E-32,0.0000073,5.69E-15,5.61E-16,-1.17E-15,6.46E-15,-5.46E-15,1
0.3,0.7,0.576923077,-7.31452E-06,1.41632E-31,7.31452E-06,-4.22737E-16,7.99499E-16,2.7225E-15,7.39357E-16,-3.87427E-15,1
-0.3,0,4.03,-0.00000733,2.58E-32,0.00000733,-1.6E-14,5.61E-16,-1.24E-15,6.69E-15,-5.61E-15,1
0.6,1,4.97,-0.00000733,-2.96E-31,0.00000733,-2.6E-14,8.37E-16,-1.06E-15,7.15E-15,-6.41E-15,1
0.6,1.5,0.621,-0.00000733,3.99E-31,0.00000733,-3.48E-16,7.69E-16,8.18E-15,-2.77E-15,-5.79E-15,1
0.7,1.1,5.28,-0.00000735,3.09E-31,0.00000735,-1.98E-14,8.49E-16,-1.1E-15,7.34E-15,-6.53E-15,1
-2.19E-34,0.35,6.21,-0.00000736,-2.96E-31,0.00000736,-2.05E-15,6.75E-16,-1.55E-15,8.12E-15,-6.59E-15,1
0.3,0.7,0.615384615,-7.36288E-06,-3.6052E-31,7.36288E-06,-1.16715E-15,7.99332E-16,2.52397E-15,9.38935E-16,-3.87519E-15,1
-0.3,0,4.34,-0.00000737,-2.58E-32,0.00000737,-3.03E-14,5.6E-16,-1.31E-15,6.92E-15,-5.74E-15,1
0.3,0.7,0.621,-0.00000737,-2.06E-31,0.00000737,-4.52E-16,7.99E-16,2.5E-15,9.66E-16,-3.88E-15,1
0.5,0.9,4.66,-0.00000737,3.09E-31,0.00000737,-4.11E-14,8.25E-16,-1.01E-15,6.95E-15,-6.28E-15,1
0.3,0.7,0.653846154,-7.39737E-06,-1.67385E-31,7.39737E-06,9.00787E-14,7.9918E-16,2.33298E-15,1.13901E-15,-3.88415E-15,1
-0.3,0,4.66,-0.0000074,6.44E-32,0.0000074,-1.02E-15,5.59E-16,-1.38E-15,7.15E-15,-5.86E-15,1
0.4,0.8,3.41,-0.0000074,2.58E-31,0.0000074,-1.43E-15,8.14E-16,-7.4E-16,6.02E-15,-5.7E-15,1
0.4,1.15,0.423076923,-7.40663E-06,5.15079E-32,7.40663E-06,-4.01991E-16,7.45617E-16,6.95861E-15,-2.18922E-15,-5.12712E-15,1
0.3,0.7,0.692307692,-7.42523E-06,-2.96143E-31,7.42522E-06,5.07206E-12,7.99035E-16,2.14743E-15,1.33976E-15,-3.89923E-15,1
-2.18E-34,0.35,6.52,-0.00000743,-5.15E-32,0.00000743,-2.11E-15,6.73E-16,-1.61E-15,8.32E-15,-6.69E-15,1
-0.3,0,4.97,-0.00000744,-5.59E-32,0.00000744,4.16E-15,5.59E-16,-1.44E-15,7.37E-15,-5.97E-15,1
0.3,0.7,0.730769231,-7.45023E-06,-3.99147E-31,7.45023E-06,-4.97701E-16,7.98892E-16,1.96584E-15,1.54074E-15,-3.9185E-15,1
1.62846E-37,0.45,0.038461538,-7.45091E-06,-1.28756E-31,7.45091E-06,-7.12776E-17,6.67899E-16,4.52323E-15,-1.05126E-15,-3.75304E-15,1
0.3,0.7,0.769230769,-7.47401E-06,-7.72548E-32,7.47401E-06,3.16169E-14,7.98747E-16,1.78814E-15,1.7407E-15,-3.94065E-15,1
-0.3,0,5.28,-0.00000748,4.83E-32,0.00000748,5.26E-15,5.58E-16,-1.51E-15,7.59E-15,-6.08E-15,1
0.3,0.7,0.807692308,-7.4972E-06,-1.03006E-31,7.4972E-06,3.52967E-17,7.98598E-16,1.61586E-15,1.93751E-15,-3.96505E-15,1
-5.86E-35,0.35,6.83,-0.0000075,-2.09E-31,0.0000075,-3.93E-15,6.71E-16,-1.67E-15,8.51E-15,-6.78E-15,1
-0.3,0,5.59,-0.00000751,8.08E-38,0.00000751,-4.25E-14,5.57E-16,-1.57E-15,7.79E-15,-6.19E-15,1
0.3,0.7,0.846153846,-7.52001E-06,2.57514E-32,7.52001E-06,3.21662E-14,7.98447E-16,1.45187E-15,2.12805E-15,-3.99146E-15,1
0.3,0.7,0.884615385,-7.54254E-06,1.41632E-31,7.54254E-06,7.87153E-15,7.98291E-16,1.3002E-15,2.30807E-15,-4.01968E-15,1
-0.3,0,5.9,-0.00000755,2.66E-32,0.00000755,2.7E-15,5.56E-16,-1.63E-15,8E-15,-6.29E-15,1
0.4,0.8,3.72,-0.00000755,-4.64E-31,0.00000755,-6.2E-15,8.12E-16,-8.2E-16,6.27E-15,-5.86E-15,1
0.6,1,5.28,-0.00000756,-7.66E-31,0.00000756,-6.72E-15,8.33E-16,-1.13E-15,7.36E-15,-6.52E-15,1
0.3,0.7,0.923076923,-7.56483E-06,1.73821E-31,7.56483E-06,-5.69812E-16,7.98132E-16,1.1633E-15,2.47477E-15,-4.04934E-15,1
0.3,0.7,0.931,-0.00000757,-1.67E-31,0.00000757,-5.62E-16,7.98E-16,1.14E-15,2.51E-15,-4.06E-15,1
0.7,1.1,5.59,-0.00000758,1.93E-31,0.00000758,-2.49E-14,8.45E-16,-1.17E-15,7.55E-15,-6.63E-15,1
1.01E-34,0.35,7.14,-0.00000758,2.58E-32,0.00000758,-3.31E-15,6.69E-16,-1.73E-15,8.69E-15,-6.87E-15,1
0.2,0.75,0.230769231,-7.58396E-06,3.8629E-32,7.58396E-06,-2.96436E-16,7.23736E-16,5.33694E-15,-1.3647E-15,-4.3086E-15,1
0.3,0.7,0.961538462,-7.58691E-06,-1.15882E-31,7.58691E-06,-5.94982E-16,7.97969E-16,1.04192E-15,2.62686E-15,-4.0799E-15,1
-0.3,0,6.21,-0.00000759,1.61E-32,0.00000759,3.95E-15,5.55E-16,-1.69E-15,8.19E-15,-6.39E-15,1
0.5,0.9,4.97,-0.00000759,-1.03E-31,0.00000759,-1.18E-14,8.21E-16,-1.08E-15,7.17E-15,-6.39E-15,1
0.3,0.7,1,-7.60879E-06,5.15021E-32,7.60879E-06,-5.98174E-16,7.97803E-16,9.35536E-16,2.76433E-15,-4.11084E-15,1
-0.3,0,6.52,-0.00000763,-5.47E-32,0.00000763,-2.69E-14,5.54E-16,-1.75E-15,8.39E-15,-6.49E-15,1
0.3,0.7,1.038461538,-7.63053E-06,5.1502E-32,7.63053E-06,-6.17186E-16,7.97632E-16,8.42319E-16,2.88867E-15,-4.1418E-15,1
1.01E-34,0.35,7.45,-0.00000765,2.83E-31,0.00000765,-2.22E-15,6.68E-16,-1.79E-15,8.88E-15,-6.97E-15,1
0.3,0.7,1.076923077,-7.65215E-06,1.41632E-31,7.65215E-06,-6.05777E-16,7.97458E-16,7.5985E-16,3.00211E-15,-4.17261E-15,1
-0.3,0,6.83,-0.00000767,-1.93E-32,0.00000767,-1.23E-15,5.53E-16,-1.81E-15,8.58E-15,-6.59E-15,1
0.3,0.7,1.115384615,-7.67365E-06,-1.41634E-31,7.67365E-06,-6.35051E-16,7.9728E-16,6.85748E-16,3.10698E-15,-4.20322E-15,1
0.7,1.3,0.730769231,-7.67767E-06,-9.52806E-31,7.67767E-06,-5.02469E-16,8.656E-16,5.72774E-15,-1.15597E-15,-5.04958E-15,1
0.3,0.7,1.153846154,-7.69502E-06,-1.09444E-31,7.69502E-06,-6.42649E-16,7.97099E-16,6.1805E-16,3.20526E-15,-4.23363E-15,1
-0.3,0,7.14,-0.00000771,-2.25E-32,0.00000771,5.04E-15,5.52E-16,-1.87E-15,8.76E-15,-6.68E-15,1
0.4,0.8,4.03,-0.00000771,-2.83E-31,0.00000771,-1.6E-13,8.09E-16,-8.96E-16,6.5E-15,-6.01E-15,1
0.3,0.7,1.192307692,-7.71624E-06,-4.24899E-31,7.71624E-06,-6.61447E-16,7.96914E-16,5.55301E-16,3.29839E-15,-4.26384E-15,1
5.2E-33,0.35,7.76,-0.00000773,-7.73E-32,0.00000773,-2.25E-15,6.66E-16,-1.85E-15,9.06E-15,-7.06E-15,1
0.4,1.2,0.423076923,-7.73078E-06,9.01271E-32,7.73078E-06,-3.88255E-16,7.33441E-16,7.36174E-15,-2.43815E-15,-5.26907E-15,1
0.3,0.7,1.230769231,-7.73732E-06,7.72534E-32,7.73732E-06,-3.44893E-16,7.96726E-16,4.96505E-16,3.38738E-15,-4.29385E-15,1
0.3,0.7,1.24,-0.00000774,-1.29E-31,0.00000774,-1.36E-11,7.97E-16,4.81E-16,3.41E-15,-4.3E-15,1
-0.3,0,7.45,-0.00000775,-7.08E-32,0.00000775,5.15E-15,5.51E-16,-1.93E-15,8.95E-15,-6.78E-15,1
0.3,0.7,1.269230769,-7.75824E-06,-6.97984E-37,7.75824E-06,-7.34323E-16,7.96535E-16,4.41022E-16,3.47288E-15,-4.32368E-15,1
-0.1,0.25,0.038461538,-7.76895E-06,-9.01311E-32,7.76895E-06,1.09091E-14,6.49621E-16,3.16782E-15,-1.57978E-16,-3.27302E-15,1
0.3,0.7,1.307692308,-7.77901E-06,-1.41633E-31,7.77901E-06,-6.83459E-16,7.96341E-16,3.88454E-16,3.55528E-15,-4.35333E-15,1
0.6,1,5.59,-0.00000779,-6.18E-31,0.00000779,-2.05E-15,8.29E-16,-1.2E-15,7.57E-15,-6.62E-15,1
0.3,0.7,1.346153846,-7.79962E-06,1.15881E-31,7.79962E-06,-6.1157E-16,7.96144E-16,3.38551E-16,3.63483E-15,-4.38279E-15,1
-0.3,0,7.76,-0.0000078,-4.51E-32,0.0000078,-5.45E-17,5.5E-16,-1.99E-15,9.13E-15,-6.87E-15,1
0.7,1.1,5.9,-0.00000781,2.57E-32,0.00000781,-8.24E-15,8.4E-16,-1.24E-15,7.76E-15,-6.73E-15,1
1E-34,0.35,8.07,-0.00000781,1.8E-31,0.00000781,-7.48E-15,6.64E-16,-1.91E-15,9.23E-15,-7.15E-15,1
0.5,0.9,5.28,-0.00000781,-3.84E-37,0.00000781,-1.99E-15,8.18E-16,-1.15E-15,7.39E-15,-6.5E-15,1
0.3,0.7,1.384615385,-7.82008E-06,1.03005E-31,7.82008E-06,-7.17628E-16,7.95945E-16,2.91131E-16,3.71173E-15,-4.41206E-15,1
-0.3,0,8.07,-0.00000784,1.61E-33,0.00000784,4.35E-15,5.49E-16,-2.05E-15,9.3E-15,-6.96E-15,1
0.3,0.7,1.423076923,-7.84038E-06,1.03005E-31,7.84038E-06,-7.59369E-16,7.95743E-16,2.46025E-16,3.78612E-15,-4.44115E-15,1
0.3,0.7,1.461538462,-7.86051E-06,-6.43792E-32,7.86051E-06,-7.68575E-16,7.95539E-16,2.03033E-16,3.85823E-15,-4.47006E-15,1
0.4,0.8,4.34,-0.00000787,-9.21E-31,0.00000787,-1.64E-15,8.06E-16,-9.7E-16,6.74E-15,-6.14E-15,1
-0.3,0,8.38,-0.00000788,-7.64E-32,0.00000788,5E-15,5.47E-16,-2.11E-15,9.48E-15,-7.05E-15,1
0.3,0.7,1.5,-7.88049E-06,-4.5065E-31,7.88049E-06,-7.6649E-16,7.95333E-16,1.61925E-16,3.92826E-15,-4.49878E-15,1
0.2,0.6,0.307692308,-7.8806E-06,1.28763E-32,7.8806E-06,1.25809E-15,7.63139E-16,3.71409E-15,-2.47732E-16,-3.84239E-15,1
1.8E-34,0.35,8.38,-0.00000789,-5.47E-32,0.00000789,-3.17E-15,6.62E-16,-1.96E-15,9.41E-15,-7.23E-15,1
0.3,0.7,1.55,-0.00000791,7.02E-31,0.00000791,-7.79E-16,7.95E-16,1.09E-16,4.02E-15,-4.54E-15,1
-0.3,0,8.69,-0.00000793,-6.44E-32,0.00000793,5.21E-15,5.46E-16,-2.16E-15,9.65E-15,-7.13E-15,1
0.2,0.6,0.31,-0.00000794,1.29E-32,0.00000794,-1.23E-12,7.63E-16,3.7E-15,-2.34E-16,-3.84E-15,1
-0.3,0,9,-0.00000797,-2.9E-32,0.00000797,-4.3E-15,5.44E-16,-2.22E-15,9.82E-15,-7.22E-15,1
2.2E-34,0.35,8.69,-0.00000797,1.29E-31,0.00000797,-2.55E-15,6.6E-16,-2.02E-15,9.58E-15,-7.32E-15,1
0.4,1.25,0.423076923,-8.01552E-06,-2.31756E-31,8.01552E-06,-4.38102E-16,7.21405E-16,7.76643E-15,-2.68796E-15,-5.41183E-15,1
-0.1,0.25,0.076923077,-8.01849E-06,-1.5451E-31,8.01849E-06,-2.3856E-19,6.49525E-16,2.94349E-15,4.68463E-17,-3.25334E-15,1
0.6,1,5.9,-0.00000803,3.8E-31,0.00000803,-1.13E-14,8.25E-16,-1.26E-15,7.78E-15,-6.72E-15,1
0.4,0.8,4.66,-0.00000803,-5.41E-31,0.00000803,-7.35E-14,8.03E-16,-1.04E-15,6.97E-15,-6.26E-15,1
0.7,1.1,6.21,-0.00000804,2.06E-31,0.00000804,-6.92E-15,8.36E-16,-1.3E-15,7.96E-15,-6.83E-15,1
0.5,0.9,5.59,-0.00000804,-5.15E-32,0.00000804,-1.58E-14,8.14E-16,-1.22E-15,7.6E-15,-6.6E-15,1
8.57E-34,0.35,9,-0.00000805,1.55E-31,0.00000805,-2.36E-15,6.58E-16,-2.08E-15,9.75E-15,-7.4E-15,1
0.3,0.7,1.86,-0.00000806,-1.8E-31,0.00000806,-9.01E-16,7.93E-16,-1.59E-16,4.51E-15,-4.76E-15,1
0.4,0.85,0.461538462,-8.10464E-06,-4.89278E-31,8.10464E-06,-3.60659E-16,8.22241E-16,4.38257E-15,-5.42356E-16,-4.27505E-15,1
-0.1,0.25,0.115384615,-8.14736E-06,-9.65692E-32,8.14736E-06,-2.53598E-17,6.49461E-16,2.72755E-15,2.50924E-16,-3.24143E-15,1
0.4,0.8,4.97,-0.0000082,1.55E-31,0.0000082,-2.25E-14,8E-16,-1.11E-15,7.19E-15,-6.37E-15,1
0.3,0.7,2.17,-0.00000821,3.02E-36,0.00000821,-1.2E-15,7.91E-16,-3.57E-16,4.92E-15,-4.96E-15,1
-0.1,0.25,0.153846154,-8.21668E-06,-3.15456E-31,8.21668E-06,-5.57555E-17,6.49419E-16,2.52099E-15,4.54633E-16,-3.23856E-15,1
-0.1,0.25,0.192307692,-8.25441E-06,-1.67385E-31,8.25441E-06,6.28209E-14,6.49391E-16,2.32348E-15,6.58488E-16,-3.2449E-15,1
0.6,1,6.21,-0.00000826,9.08E-31,0.00000826,-4.39E-14,8.21E-16,-1.33E-15,7.98E-15,-6.81E-15,1
0.4,1.3,0.423076923,-8.26833E-06,1.49358E-30,8.26833E-06,-4.0465E-16,7.09501E-16,8.17245E-15,-2.93854E-15,-5.55529E-15,1
0.5,0.9,5.9,-0.00000827,4.12E-31,0.00000827,-4.17E-14,8.1E-16,-1.29E-15,7.8E-15,-6.7E-15,1
-0.1,0.25,0.230769231,-8.27689E-06,-1.03007E-31,8.27689E-06,1.21481E-13,6.49368E-16,2.13346E-15,8.62815E-16,-3.25922E-15,1
0.7,1.1,6.52,-0.00000828,5.67E-31,0.00000828,-3.89E-15,8.32E-16,-1.37E-15,8.16E-15,-6.92E-15,1
